Salary1,Salary2,Job_Type,Skill,No_of_Skills,No_of_Reviews,No_of_Stars,Date_Since_Posted,Location,Revenue,Employees,Industry
80000-99999,90000,data_engineer,"Hive, Data Management, Hadoop, Azure, Kafka, Scala, Oracle, HBase, SQL, Teradata, Tableau, Java, Cassandra, Spark, Design Experience, Informatica, NoSQL, Python, AWS, DB2",20,14988,4,,OH,,,
80000-99999,90000,data_engineer,"Hive, Data Management, Hadoop, Azure, Kafka, Scala, Oracle, HBase, SQL, Teradata, Tableau, Java, Cassandra, Spark, Design Experience, Informatica, NoSQL, Python, AWS, DB2",20,14988,4,,TX,,,
80000-99999,90000,data_engineer,"Machine Learning, SQL, Java, .Net, Natural Language Processing, C#, Data Science, Python",8,261,4.099999905,30,MA,,,Health Care
80000-99999,90000,data_engineer,"Hive, Data Management, Hadoop, Azure, Kafka, Scala, Oracle, HBase, SQL, Teradata, Tableau, Java, Cassandra, Spark, Design Experience, Informatica, NoSQL, Python, AWS, DB2",20,14988,4,,TX,,,
80000-99999,90000,data_engineer,"Linux, Cloud Computing, Big Data, FedRAMP, FIPS, FISMA, OOP, Jira, Business Intelligence, Hadoop, SDLC, Kafka, Tableau, NIST, Spark, Docker, Python",17,7198,4,30,VA,,"10,000+",Consulting and Business Services
80000-99999,90000,data_engineer,"SQL, .Net, T-SQL, Confluence, C#, Application Support, Jira",7,90,3.700000048,30,IL,,"less than 10,000",Health Care
80000-99999,90000,data_engineer,"SQL, .Net, T-SQL, Confluence, C#, Application Support, Jira",7,90,3.700000048,30,IL,,"less than 10,000",Health Care
80000-99999,90000,data_engineer,"Hive, Data Management, Hadoop, Azure, Kafka, Scala, Oracle, HBase, SQL, Teradata, Tableau, Java, Cassandra, Spark, Design Experience, Informatica, NoSQL, Python, AWS, DB2",20,14988,4,,IL,,,
80000-99999,90000,data_engineer,"Linux, Hadoop, Scala, CI/CD, Solr, HBase, SQL, JSON, Lucene, Java, .Net, Spark, C#, NoSQL, Shell Scripting, REST, Python",17,1222,3.700000048,30,OR,,"10,000+",Health Care
80000-99999,90000,data_engineer,,0,96,4.099999905,30,GA,,"less than 10,000",Aerospace and Defense
80000-99999,90000,data_engineer,"Pig, TensorFlow, JavaScript, Linux, Hive, Machine Learning, Go, Hadoop, R, C/C++, SQL, HTML5, Java, Spark, Software Development, Google Suite, Python",17,2642,4.300000191,14,CA,more than $10B ,"10,000+",Internet and Software
80000-99999,90000,data_engineer,"Hive, Data Management, Hadoop, Azure, Kafka, Scala, Oracle, HBase, SQL, Teradata, Tableau, Java, Cassandra, Spark, Design Experience, Informatica, NoSQL, Python, AWS, DB2",20,14988,4,,MN,,,
80000-99999,90000,data_engineer,"PMP, Visio, Project Management Methodology, SAP, SDLC, Microsoft Office",6,3653,3.700000048,30,TX,,"10,000+",Internet and Software
80000-99999,90000,data_engineer,"Big Data, Software Development, SQL, Microsoft Office, Tableau",5,6037,4.199999809,30,AZ,more than $10B ,"10,000+",Banks and Financial Services
80000-99999,90000,data_engineer,"Test Automation, SDLC, Kafka, Oracle, Apache, Java, Big Data, MySQL, MongoDB, Git, Informatica, Software Development, REST, NoSQL, New Relic, Python, Jira",17,54,3.900000095,30,IA,,,
80000-99999,90000,data_engineer,"Pig, Linux, Hive, Cloud Computing, SQL, Apache, Big Data, Software Development, Puppet, Build Automation, OOP, Jenkins, Jira, Chef, Design Patterns, Selenium, Hadoop, Kafka, CI/CD, Ansible",20,22,4.199999809,30,PA,,,
80000-99999,90000,data_engineer,"Database Administration, TS/SCI Clearance, AWS",3,219,3.599999905,23,WV,,"less than 10,000",Aerospace and Defense
80000-99999,90000,data_engineer,"Project Management, SQL, Big Data, Informatica, Data Mining, Network, Hadoop, Java, Data Warehouse",9,245,3.700000048,30,MD,,,
80000-99999,90000,data_engineer,"Ruby, Test Automation, Machine Learning, R, SQL, Excel, Tableau, Java, Git, REST, Python",11,,,7,,,,
80000-99999,90000,data_engineer,"JavaScript, Linux, Ruby, Scala, Apache, MySQL, Angular, LAMP Stack, Git, PostgreSQL, Unit Testing, Python, AWS",13,726,4.099999905,30,CA,,"10,000+",Pharmaceuticals
80000-99999,90000,data_engineer,"SAP, Oracle, Microsoft Office, SQL, PL/SQL, Unit Testing, Microsoft Windows Server, Business Analysis",8,6074,3.799999952,30,MI,,"10,000+",Consulting and Business Services
80000-99999,90000,data_engineer,"Pig, Hive, Hadoop, Java, Cassandra, MySQL, NoSQL, Shell Scripting, Python",9,3656,3.799999952,30,CT,more than $10B ,"10,000+",Insurance
80000-99999,90000,data_engineer,"Linux, Scripting, C/C++, Apache, Java, Shell Scripting, Python",7,3653,3.700000048,5,CO,,"10,000+",Internet and Software
100000-119999,110000,data_engineer,,0,3613,3.700000048,30,CA,more than $10B ,"10,000+",Insurance
100000-119999,110000,data_engineer,"Shell Scripting, R, Python, SQL, Tableau",5,,,11,,,,
100000-119999,110000,data_engineer,"Java, Hive, Spark, Hadoop, HBase, Elasticsearch",6,4252,4.099999905,30,CA,more than $10B ,"10,000+",Internet and Software
100000-119999,110000,data_engineer,"Scala, Google Cloud Platform, Python, OOP",4,12,4.599999905,2,USA,,,Human Resources and Staffing
100000-119999,110000,data_engineer,"Project Management, Unit Testing",2,157475,3.599999905,6,TX,more than $10B ,"10,000+",Retail
100000-119999,110000,data_engineer,"Pig, Linux, Hive, Machine Learning, Perl, R, Statisical Analysis, C/C++, Natural Language Processing, MySQL, PostgreSQL, MATLAB, Data Mining, Hadoop, SAS, Java, Cassandra, MongoDB, Visio, NoSQL",20,10,3.799999952,1,MI,,,
100000-119999,110000,data_engineer,"Java, Hive, Spark, Hadoop, HBase, Elasticsearch",6,4252,4.099999905,30,CA,more than $10B ,"10,000+",Internet and Software
100000-119999,110000,data_engineer,"Pig, Hive, Database Administration, Microsoft SQL Server, XML, Azure, R, SQL, JSON, Cloud Computing, Big Data, T-SQL, Analysis Skills, PostgreSQL, Microsoft Windows Server, Leadership Experience, OOP, Business Intelligence, Data Mining, PowerShell",20,113,3.799999952,1,,,,Health Care
100000-119999,110000,data_engineer,"Java, Data Warehouse, OOP, Python, SQL",5,387,4.199999809,1,CA,,"10,000+",Internet and Software
100000-119999,110000,data_engineer,SQL,1,3,4,14,CA,,,
100000-119999,110000,data_engineer,"System Administration, NGINX, Load Balancing, Git, Puppet, New Relic, Python, SVN",8,321,4.199999809,5,IL,$1B to $5B ,"less than 10,000",Media and News and Publishing
100000-119999,110000,data_engineer,"Microsoft SQL Server, OBIEE, Hadoop, Scala, Oracle, SQL, Teradata, .Net, C#, Informatica, Python",11,2526,3.5,16,IA,$5B to $10B ,"10,000+",Retail
100000-119999,110000,data_engineer,"Java, Chef, Spark, Machine Learning, Hadoop, Python, AWS",7,10492,4,1,IN,$5B to $10B ,"10,000+",Internet and Software
100000-119999,110000,data_engineer,"Information Security, Data Warehouse",2,4330,4.199999809,4,WA,more than $10B ,"10,000+",Restaurants and Travel and Leisure
100000-119999,110000,data_engineer,ADAS,1,4433,4.099999905,2,MI,,"10,000+",Auto
100000-119999,110000,data_engineer,"Pig, Linux, Hive, Machine Learning, Perl, R, Statisical Analysis, C/C++, Natural Language Processing, MySQL, PostgreSQL, MATLAB, Data Mining, Hadoop, SAS, Java, Cassandra, MongoDB, Visio, NoSQL",20,10,3.799999952,1,AZ,,,
100000-119999,110000,data_engineer,"Java, MySQL, Oracle, Python, C/C++, SQL",6,4,4,15,CA,,,
100000-119999,110000,data_engineer,,0,,,1,NY,,,Consulting and Business Services
100000-119999,110000,data_engineer,"Troubleshooting, Design Experience, Network Infrastructure, Network",4,157475,3.599999905,12,TX,more than $10B ,"10,000+",Retail
100000-119999,110000,data_engineer,"Spark, Machine Learning, Hadoop, R, Scala, Python, SQL, Tableau",8,,,8,,,,
100000-119999,110000,data_engineer,Python,1,,,8,,,,
100000-119999,110000,data_engineer,"Certified Internal Auditor, NoSQL, SQL",3,158,4.300000191,30,DC,,,Government
100000-119999,110000,data_engineer,"Java, Data Warehouse, Hadoop, OOP, Python, SQL",6,387,4.199999809,19,CA,,"10,000+",Internet and Software
100000-119999,110000,data_engineer,"Machine Learning, SQL, Natural Language Processing",3,,,5,,,,
100000-119999,110000,data_engineer,"Java, JavaScript, Go, Azure, Google Cloud Platform, Python, AWS",7,732,4.199999809,30,FL,$5B to $10B ,"10,000+",Transport and Freight
100000-119999,110000,data_engineer,"Software Development, AWS",2,4,4.5,7,MA,,,
100000-119999,110000,data_engineer,"JavaScript, Java, Shell Scripting, Python, OOP, SQL, AWS",7,9,3.599999905,1,TX,,,Human Resources and Staffing
100000-119999,110000,data_engineer,"Pig, Hive, Scripting, Hadoop, CI/CD, SQL, JSON, Spark, Git, Python, AWS",11,6574,4.199999809,28,OR,more than $10B ,"10,000+",Consumer Goods and Services
100000-119999,110000,data_engineer,"Machine Learning, XML, Google Cloud Platform, SQL, JSON, MySQL, Oracle, Java, Troubleshooting, NoSQL, Python, AWS",12,6,3.200000048,20,CA,,,
100000-119999,110000,data_engineer,"Java, PL/SQL, Data Warehouse, Python, SQL",5,,,20,MA,,"less than 10,000",Pharmaceuticals
100000-119999,110000,data_engineer,"Microsoft SQL Server, Control-M, Unit Testing, SAP, Oracle",5,620,3.900000095,30,MD,$1B to $5B ,"less than 10,000",Consumer Goods and Services
100000-119999,110000,data_engineer,"Pig, Hadoop, Perl, Oracle, Python, SQL, Tableau",7,4685,4,11,TX,more than $10B ,"10,000+",Industrial Manufacturing
100000-119999,110000,data_engineer,,0,448,3.200000048,30,CA,$1B to $5B ,"10,000+",Health Care
100000-119999,110000,data_engineer,"Java, PL/SQL, Data Warehouse, Python, SQL",5,182,3.900000095,20,MA,,"less than 10,000",Pharmaceuticals
100000-119999,110000,data_engineer,"Database Administration, Microsoft SQL Server, R, Crystal Reports, SQL, Big Data, C#, Design Experience, Software Development, CGMP, IIS, Business Intelligence, PowerShell, Visual Basic, SAP, Tableau, .Net, Java, Visual Studio, Data Warehouse",20,1481,4.199999809,13,MA,more than $10B ,"10,000+",Health Care
100000-119999,110000,data_engineer,"JavaScript, Pig, Hive, Identity And Access Management, XML, Hadoop, Perl, Oracle, SQL, JSON, Java, MySQL, S3, PostgreSQL, NoSQL, Python, AWS",17,4685,4,1,CA,more than $10B ,"10,000+",Industrial Manufacturing
100000-119999,110000,data_engineer,"Microsoft SQL Server, Control-M, Unit Testing, SAP, Oracle",5,620,3.900000095,30,MD,$1B to $5B ,"less than 10,000",Consumer Goods and Services
100000-119999,110000,data_engineer,"Java, Data Warehouse, Hadoop, Python, SQL",5,387,4.199999809,19,CA,,"10,000+",Internet and Software
100000-119999,110000,data_engineer,"Java, Chef, Spark, Machine Learning, Hadoop, Python, AWS",7,10492,4,1,NJ,$5B to $10B ,"10,000+",Internet and Software
100000-119999,110000,data_engineer,"MongoDB, Go, Git, Marketing Automation, Hadoop, Python, SQL",7,,,30,,,,
100000-119999,110000,data_engineer,"Java, Ruby, Data Warehouse, SQL",4,25,4.300000191,30,NV,,,
100000-119999,110000,data_engineer,"Microsoft SQL Server, SQL, MySQL, Design Experience, Informatica, Jira, Data Mining, TFS, Hadoop, Scala, Kafka, Oracle, Teradata, Tableau, Java, Cassandra, Spark, Data Warehouse, Git, QlikView",20,15,4.5,1,GA,less than $1B ,"less than 10,000",Consulting and Business Services
100000-119999,110000,data_engineer,"Azure, Google Cloud Platform, R, MySQL, PostgreSQL, NoSQL, Python, OOP, AWS",9,,,7,,,,
100000-119999,110000,data_engineer,"Java, Ruby, Data Warehouse, SQL",4,,,30,,,,
100000-119999,110000,data_engineer,"T-SQL, Microsoft SQL Server, SaaS, Data Warehouse, Marketing Automation, SQL",6,2,4.5,28,CA,,,
100000-119999,110000,data_engineer,"Microsoft SQL Server, Data Warehouse, Power BI, Azure, Military Experience, SQL",6,2837,4.099999905,6,MN,more than $10B ,"10,000+",Industrial Manufacturing
100000-119999,110000,data_engineer,"Microsoft SQL Server, SQL, Tableau, .Net, QlikView",5,6497,3.799999952,30,SC,more than $10B ,"10,000+",Industrial Manufacturing
100000-119999,110000,data_engineer,"Hadoop, R, SAS, SQL, Java, MySQL, Spark, SPSS, MATLAB, Python",10,399,3.900000095,8,LA,less than $1B ,"less than 10,000",Energy and Utilities
100000-119999,110000,data_engineer,"JavaScript, Design Patterns, Microsoft SQL Server, Ruby, Pentaho, Oracle, SQL, Java, PL/SQL, Cassandra, PostgreSQL, NoSQL, SVN",13,,,16,,,,
100000-119999,110000,data_engineer,"Database Administration, Microsoft SQL Server, R, Crystal Reports, SQL, Big Data, C#, Design Experience, Software Development, CGMP, IIS, Business Intelligence, PowerShell, Visual Basic, SAP, Tableau, .Net, Java, Visual Studio, Data Warehouse",20,1481,4.199999809,12,MA,more than $10B ,"10,000+",Health Care
100000-119999,110000,data_engineer,"Hive, Hadoop, Scala, Apache, Java, S3, Maven, Spark, Git, Python, Jenkins, AWS",12,17,3.599999905,1,MD,less than $1B ,"less than 10,000",Consulting and Business Services
100000-119999,110000,data_engineer,"Hive, MySQL, Oracle, Python, SQL",5,387,4.199999809,19,CA,,"10,000+",Internet and Software
100000-119999,110000,data_engineer,"Data Mining, Machine Learning, Scripting, R, SQL, Tableau, MongoDB, NoSQL, Python, Elasticsearch",10,,,17,,,,
100000-119999,110000,data_engineer,,0,,,2,NV,,,
100000-119999,110000,data_engineer,"JavaScript, Design Patterns, Microsoft SQL Server, Ruby, Pentaho, Oracle, SQL, Java, PL/SQL, Cassandra, PostgreSQL, NoSQL, SVN",13,,,16,,,,
100000-119999,110000,data_engineer,"XML, R, Ansible, Kubernetes, Git, Docker, NoSQL, REST, XQuery, Python, SVN",11,4,4,13,USA,,,
100000-119999,110000,data_engineer,"Hadoop, Scala, SDLC, Java, Big Data, Spark, Git, Software Development, REST, Python, SVN",11,,,30,,,,
100000-119999,110000,data_engineer,"Data Mining, Microsoft SQL Server, Tableau",3,106,3.799999952,30,MT,,,
100000-119999,110000,data_engineer,"Project Management Methodology, Application Support",2,28,3.799999952,30,ND,,"less than 10,000",Construction
100000-119999,110000,data_engineer,"Linux, Hadoop, SQL, Compliance Management, Teradata, Java, Data Warehouse, Shell Scripting, AWS",9,1948,4,1,IL,$5B to $10B ,"10,000+",Banks and Financial Services
100000-119999,110000,data_engineer,"Design Patterns, R, SQL",3,11,3.5,5,IA,less than $1B ,"less than 10,000",Insurance
100000-119999,110000,data_engineer,"Machine Learning, Microsoft Powerpoint, Software Development, R, Python, OOP",6,,,28,,,,
100000-119999,110000,data_engineer,"Pig, Linux, Hive, Spark, Data Warehouse, Hadoop, Data Analysis, SQL, HBase",9,621,3.700000048,1,IA,more than $10B ,"less than 10,000",Insurance
100000-119999,110000,data_engineer,"Pig, Hive, Machine Learning, Hadoop, Power BI, Oracle, HBase, SQL, Tableau, Teradata, Big Data, MySQL, Spark, Data Warehouse, Informatica, Shell Scripting, Python",17,6850,3.700000048,11,AZ,$5B to $10B ,"10,000+",Retail
100000-119999,110000,data_engineer,"Machine Learning, Java, Git, MATLAB, Python",5,830,4.099999905,30,NY,,,Education and Schools
100000-119999,110000,data_engineer,"Java, Chef, Spark, Machine Learning, Hadoop, Python, AWS",7,10492,4,2,MN,$5B to $10B ,"10,000+",Internet and Software
100000-119999,110000,data_engineer,"Java, Data Warehouse, Hadoop, OOP, Python, SQL",6,387,4.199999809,19,CA,,"10,000+",Internet and Software
100000-119999,110000,data_engineer,"Java, Data Warehouse, Hadoop, OOP, Python, SQL",6,387,4.199999809,19,CA,,"10,000+",Internet and Software
100000-119999,110000,data_engineer,"Pig, Linux, Hive, Hadoop, Scripting, Kafka, Scala, SAS, SQL, HBase, Teradata, Tableau, Java, Cassandra, Spark, Data Warehouse, Shell Scripting, Python",18,4,4.800000191,7,CA,,,
100000-119999,110000,data_engineer,"Big Data, Python, SQL",3,362,3.900000095,30,CA,,,
100000-119999,110000,data_engineer,"Alteryx, Ruby, Microsoft SQL Server, Software Development, Python, SQL",6,,,30,,,,
100000-119999,110000,data_engineer,"Ruby, Hadoop, CI/CD, Java, Kanban, Spark, Data Warehouse, Software Development, Python",9,6037,4.199999809,8,AZ,more than $10B ,"10,000+",Banks and Financial Services
100000-119999,110000,data_engineer,"Linux, Database Administration, Red Hat Enterprise Linux, Hadoop, Scripting, Ubuntu, HBase, Apache, Java, CentOS, Cassandra, MongoDB, NGINX, Redis, Shell Scripting, NoSQL, PostgreSQL, New Relic, Python, Elasticsearch",20,260,3.900000095,27,TX,,"less than 10,000",Internet and Software
100000-119999,110000,data_engineer,"Hadoop, Azure, Google Cloud Platform, SQL, Spark, NoSQL, Python, AWS",8,52,3.700000048,14,CO,,,Consulting and Business Services
100000-119999,110000,data_engineer,"Java, Big Data, Data Warehouse, R, Oracle, Python, SQL",7,480,3.900000095,19,FL,,,Banks and Financial Services
100000-119999,110000,data_engineer,"MySQL, Machine Learning, Design Experience, NoSQL, REST, Python, AWS",7,7,3.599999905,12,CA,,,
100000-119999,110000,data_engineer,"Microsoft SQL Server, SOAP, XML, Scripting, SQL, JSON, Teradata, Big Data, MySQL, Data Analysis, Shell Scripting, REST, PostgreSQL, AWS",14,,,3,,,,
100000-119999,110000,data_engineer,"Linux, SDLC, Oracle, SQL, Cloud Computing, Java, MySQL, MongoDB, Troubleshooting, Software Development, PostgreSQL, NoSQL, Jenkins, Jira, Elasticsearch, AWS",16,6,3,12,FL,less than $1B ,"less than 10,000",Consulting and Business Services
100000-119999,110000,data_engineer,"SQL, Java, Spark, Kubernetes, Docker, Python, AWS",7,2,4,8,CA,,,Consumer Goods and Services
100000-119999,110000,data_engineer,"T-SQL, Microsoft SQL Server, DNS, Network, SQL",5,10,4.099999905,15,IL,,,
100000-119999,110000,data_engineer,"Java, Python, SQL, AWS",4,,,30,,,,
100000-119999,110000,data_engineer,"Linux, Ruby, Scala, Java, iOS, Cassandra, FedRAMP, SSH, Software Development, PCI",10,4252,4.099999905,13,NC,more than $10B ,"10,000+",Internet and Software
100000-119999,110000,data_engineer,"JavaScript, Design Patterns, Microsoft SQL Server, Ruby, Pentaho, Oracle, SQL, Java, PL/SQL, Cassandra, PostgreSQL, NoSQL, SVN",13,,,16,,,,
100000-119999,110000,data_engineer,"Hive, R, SQL, Big Data, Jenkins, Jira, Hadoop, Scala, Kafka, CI/CD, Tableau, Java, Git, Python",14,5671,3.799999952,30,AZ,more than $10B ,"10,000+",Insurance
100000-119999,110000,data_engineer,"SQL, Data Warehouse",2,2774,2.799999952,12,NC,,"10,000+",Consulting and Business Services
100000-119999,110000,data_engineer,"Microsoft SQL Server, Power BI, Azure, SQL",4,18,3.400000095,30,IL,$1B to $5B ,"less than 10,000",Construction
100000-119999,110000,data_engineer,"TensorFlow, Linux, Machine Learning, Go, C/C++, SQL, Apache, Splunk, MySQL, PostgreSQL, Hadoop, Scala, SQLite, Ansible, Java, MongoDB, Spark, Docker, NoSQL, REST",20,2,4.5,30,MO,,,
100000-119999,110000,data_engineer,"JavaScript, Design Patterns, Microsoft SQL Server, Ruby, Pentaho, Oracle, SQL, Java, PL/SQL, Cassandra, PostgreSQL, NoSQL, SVN",13,,,16,,,,
