Salary1,Salary2,Job_Type,Skill,No_of_Skills,No_of_Reviews,No_of_Stars,Date_Since_Posted,Location,Revenue,Employees,Industry
more than160000,160000,data_scientist,"Machine Learning, Hadoop, Scala, R, Statisical Analysis, C/C++, Java, Big Data, Natural Language Processing, Hibernate, Cassandra, Spark, Python",13,2,2,30,CA,,,
more than160000,160000,data_scientist,"TensorFlow, Hive, Quantitative Analysis, Scripting, Hadoop, R, Perl, SAS, MATLAB, Python, PHP",11,387,4.199999809,19,CA,,"10,000+",Internet and Software
more than160000,160000,data_scientist,"Big Data, Data Mining, Machine Learning, Python, SQL",5,16,4.400000095,30,CA,,,
more than160000,160000,data_scientist,"Machine Learning, Python",2,,,30,CA,,,
more than160000,160000,data_scientist,"TensorFlow, Spark, Machine Learning, Python, AWS",5,,,30,CA,,,
more than160000,160000,data_scientist,"TensorFlow, AI, Machine Learning, Scala, Sentiment Analytics, C/C++, Java, Natural Language Processing, Spark, Python",10,2807,3.799999952,13,NY,more than $10B ,"10,000+",Insurance
more than160000,160000,data_scientist,"Machine Learning, Signal Processing",2,8,3.5,30,NY,,,Banks and Financial Services
more than160000,160000,data_scientist,"Hive, Machine Learning, TS/SCI Clearance, Hadoop, R, Big Data, Spark, Design Experience, Data Science, Python, Signal Processing",11,1733,3.900000095,30,VA,$5B to $10B ,"10,000+",Consulting and Business Services
more than160000,160000,data_scientist,"Data Mining, Machine Learning, Hadoop, R, C/C++, Cloud Computing, Java, .Net, Spark, C#, NoSQL, MATLAB, Python, AWS",14,6130,4,30,CA,more than $10B ,"10,000+",Computers and Electronics
more than160000,160000,data_scientist,"Python, SQL",2,,,2,MA,,,
more than160000,160000,data_scientist,"TensorFlow, Hive, Spark, Machine Learning, Hadoop, R, C/C++, Python, SQL",9,6,4.800000191,11,NY,,"less than 10,000",Consulting and Business Services
more than160000,160000,data_scientist,"Hive, Machine Learning, Experimental Design, Scripting, Perl, Oracle, MySQL, Software Development, Python, PHP",10,387,4.199999809,19,CA,,"10,000+",Internet and Software
more than160000,160000,data_scientist,"Data Mining, Machine Learning, Data Management, R, SQL, Tableau, Big Data, Java, Natural Language Processing, S3, NoSQL, Python, AWS",13,21159,3.900000095,14,NJ,more than $10B ,"10,000+",Banks and Financial Services
more than160000,160000,data_scientist,"Spark, Machine Learning, Hadoop, SQL",4,31,3.700000048,8,CA,,,Human Resources and Staffing
more than160000,160000,data_scientist,"Java, Cybersecurity, AI, Machine Learning, Scala, Python, C/C++",7,,,30,CA,,,
more than160000,160000,data_scientist,"Java, .Net, Data Mining, C#, R, Python, C/C++, SQL",8,,,6,WA,,,
more than160000,160000,data_scientist,"AI, TS/SCI Clearance, Strategic Planning",3,1733,3.900000095,19,VA,$5B to $10B ,"10,000+",Consulting and Business Services
more than160000,160000,data_scientist,"TensorFlow, Hive, Machine Learning, Hadoop, R, C/C++, SQL, Java, Natural Language Processing, Spark, Git, MATLAB, Python",13,21159,3.900000095,30,NY,more than $10B ,"10,000+",Banks and Financial Services
more than160000,160000,data_scientist,"TensorFlow, Hive, Machine Learning, Hadoop, R, C/C++, SQL, Java, Natural Language Processing, Spark, Git, MATLAB, Python",13,21159,3.900000095,30,NY,more than $10B ,"10,000+",Banks and Financial Services
more than160000,160000,data_scientist,".Net, Java, JavaScript, TensorFlow, C#, Machine Learning, Git, CI/CD, Python, C/C++, Haskell",11,8,3.900000095,30,NY,,,
more than160000,160000,data_scientist,"TensorFlow, Natural Language Processing, Spark, Machine Learning, Hadoop, Network, Python, Workday",8,56,3.900000095,30,CA,$1B to $5B ,,Internet and Software
more than160000,160000,data_scientist,"Machine Learning, Image Processing",2,6,4.800000191,11,CA,,"less than 10,000",Consulting and Business Services
more than160000,160000,data_scientist,"TensorFlow, Machine Learning, R, SQL, Data Warehouse, Python",6,31,3.700000048,15,CA,,,Human Resources and Staffing
more than160000,160000,data_scientist,"Machine Learning, R, Google Cloud Platform, Azure, HTML5, SQL, C#, CI, Software Development, Jira, Jenkins, JavaScript, AI, Hadoop, SDLC, Tableau, Java, .Net, Predictive Analytics, HP ALM",20,726,4.099999905,30,CA,,"10,000+",Pharmaceuticals
more than160000,160000,data_scientist,"Natural Language Processing, Machine Learning, Image Processing",3,6,4.800000191,11,CA,,"less than 10,000",Consulting and Business Services
more than160000,160000,data_scientist,"Data Mining, Machine Learning, TS/SCI Clearance, CompTIA Security+, Hadoop, DoD 8570, HBase, Apache, Java, Big Data, CISSP, Intelligence Experience, Spark, Design Experience, Software Development",15,1733,3.900000095,26,VA,$5B to $10B ,"10,000+",Consulting and Business Services
more than160000,160000,data_scientist,"Python, SQL",2,31,3.700000048,1,CA,,,Human Resources and Staffing
more than160000,160000,data_scientist,"Big Data, Data Warehouse, R, Python, SQL",5,31,3.700000048,22,CA,,,Human Resources and Staffing
more than160000,160000,data_scientist,"AI, Machine Learning, R, C/C++, SQL, HTML5, Java, Spark, Git, NoSQL, Python",11,2807,3.799999952,30,NY,more than $10B ,"10,000+",Insurance
more than160000,160000,data_scientist,"AI, Project Management, SAP, R, SQL, Software Development, Python",7,1791,4.300000191,30,CA,more than $10B ,"10,000+",Internet and Software
more than160000,160000,data_scientist,"TensorFlow, Hive, Machine Learning, Hadoop, R, C/C++, SQL, Java, Natural Language Processing, Spark, Git, MATLAB, Python",13,21159,3.900000095,30,NY,more than $10B ,"10,000+",Banks and Financial Services
more than160000,160000,data_scientist,"Data Mining, Machine Learning, Hadoop, Kafka, Solr, Java, Big Data, SaaS, Spark, Software Development, REST, NoSQL, Adobe Marketing, Python, Elasticsearch, AWS",16,484,4.300000191,30,CA,$5B to $10B ,"10,000+",Internet and Software
more than160000,160000,data_scientist,"AI, Spark, Hadoop, R, Scala, SAS, Python",7,212,3.599999905,30,NY,less than $1B ,"less than 10,000",Consulting and Business Services
more than160000,160000,data_scientist,"TensorFlow, Hive, Machine Learning, Hadoop, R, C/C++, SQL, Java, Natural Language Processing, Spark, Git, MATLAB, Python",13,21159,3.900000095,30,NY,more than $10B ,"10,000+",Banks and Financial Services
more than160000,160000,data_scientist,"Data Mining, R, Python, SQL",4,,,30,CA,,,
more than160000,160000,data_scientist,"TensorFlow, Machine Learning, R, Tableau, Python",5,40,3.400000095,23,CA,,"less than 10,000",Human Resources and Staffing
more than160000,160000,data_scientist,"Machine Learning, Hadoop, R, Scala, SAS, SQL, Spark, Python",8,21159,3.900000095,8,OH,more than $10B ,"10,000+",Banks and Financial Services
more than160000,160000,data_scientist,"Java, Data Mining, TS/SCI Clearance, Intelligence Community Experience",4,1733,3.900000095,30,VA,$5B to $10B ,"10,000+",Consulting and Business Services
more than160000,160000,data_scientist,"AI, Machine Learning, Leadership Experience, Python",4,6,4.800000191,30,CA,,"less than 10,000",Consulting and Business Services
more than160000,160000,data_scientist,"TensorFlow, Hive, Quantitative Analysis, Data Mining, Machine Learning, Scripting, Hadoop, R, Perl, SAS, MATLAB, Python, PHP",13,387,4.199999809,19,CA,,"10,000+",Internet and Software
more than160000,160000,data_scientist,"Java, Test Automation, REST, Software Testing, C/C++, Python, OOP",7,,,30,MA,,,
more than160000,160000,data_scientist,"Machine Learning, R, SQL, Data Warehouse, Python",5,31,3.700000048,29,CA,,,Human Resources and Staffing
more than160000,160000,data_scientist,"Java, .Net, Data Mining, C#, R, Python, C/C++, SQL",8,,,6,WA,,,
more than160000,160000,data_scientist,"R, SAS, Python, SQL, Tableau",5,,,30,CA,,,
more than160000,160000,data_scientist,"Machine Learning, Go, R, Google Cloud Platform, C#, OpenStack, PostgreSQL, JavaScript, AI, Design Patterns, Data Mining, Hadoop, Kafka, Java, .Net, Cassandra, Spark, Redis, Python, AWS",20,,,30,CA,,,
more than160000,160000,data_scientist,Machine Learning,1,6,4.800000191,30,CA,,"less than 10,000",Consulting and Business Services
more than160000,160000,data_scientist,"Java, Martech, Machine Learning, Python",4,6,4.800000191,16,NY,,"less than 10,000",Consulting and Business Services
more than160000,160000,data_scientist,"Data Mining, Machine Learning, TS/SCI Clearance, Scala, Cloud Computing, Java, Natural Language Processing, Design Experience, AWS",9,1733,3.900000095,30,VA,$5B to $10B ,"10,000+",Consulting and Business Services
more than160000,160000,data_scientist,"Machine Learning, Python",2,6,4.800000191,30,CA,,"less than 10,000",Consulting and Business Services
more than160000,160000,data_scientist,"TensorFlow, Hive, Machine Learning, Hadoop, R, C/C++, SQL, Java, Natural Language Processing, Spark, Git, MATLAB, Python",13,21159,3.900000095,30,NY,more than $10B ,"10,000+",Banks and Financial Services
more than160000,160000,data_scientist,"AI, Data Mining, Machine Learning, R, SAS, C/C++, Spark, Signal Processing, Python",9,4683,4,30,CA,more than $10B ,"10,000+",Industrial Manufacturing
more than160000,160000,data_scientist,Machine Learning,1,6,4.800000191,30,CA,,"less than 10,000",Consulting and Business Services
more than160000,160000,data_scientist,"Machine Learning, Leadership Experience, Python",3,6,4.800000191,30,CA,,"less than 10,000",Consulting and Business Services
more than160000,160000,data_scientist,"R, SAS, Python, SQL, Tableau",5,,,30,CA,,,
more than160000,160000,data_scientist,"Machine Learning, Python, SQL",3,6,4.800000191,30,CA,,"less than 10,000",Consulting and Business Services
more than160000,160000,data_scientist,"Natural Language Processing, Machine Learning, R, Python, SQL, AWS",6,6,4.800000191,5,NY,,"less than 10,000",Consulting and Business Services
more than160000,160000,data_scientist,"R, SAS, Python, SQL, Tableau",5,,,30,CA,,,
more than160000,160000,data_scientist,"TensorFlow, Natural Language Processing, Hive, Spark, Machine Learning, Hadoop, R, Python, SQL",9,6,4.800000191,30,NY,,"less than 10,000",Consulting and Business Services
more than160000,160000,data_scientist,"R, SAS, Python, SQL, Tableau",5,,,30,CA,,,
more than160000,160000,data_scientist,"TensorFlow, Natural Language Processing, AI, Machine Learning, Image Processing, AWS",6,6,4.800000191,30,CA,,"less than 10,000",Consulting and Business Services
more than160000,160000,data_scientist,"Linux, TS/SCI Clearance, Red Hat Enterprise Linux, Hadoop, Kafka, C/C++, Ubuntu, HBase, JSON, Apache, Big Data, Java, Intelligence Experience, CentOS, Spark, Design Experience, NoSQL",17,1733,3.900000095,27,VA,$5B to $10B ,"10,000+",Consulting and Business Services
more than160000,160000,data_scientist,"R, SAS, Python, SQL, Tableau",5,,,30,CA,,,
more than160000,160000,data_scientist,"Big Data, Python, SQL, AWS",4,31,3.700000048,30,CA,,,Human Resources and Staffing
more than160000,160000,data_scientist,"R, SAS, Python, SQL, Tableau",5,,,30,CA,,,
more than160000,160000,data_scientist,"Java, Martech, Machine Learning, Python",4,6,4.800000191,30,NY,,"less than 10,000",Consulting and Business Services
more than160000,160000,data_scientist,"TensorFlow, Natural Language Processing, AWS",3,6,4.800000191,30,CA,,"less than 10,000",Consulting and Business Services
more than160000,160000,data_scientist,"TensorFlow, Natural Language Processing, AWS",3,6,4.800000191,30,CA,,"less than 10,000",Consulting and Business Services
more than160000,160000,data_scientist,"Hive, Spark, Machine Learning, Hadoop, R, Perl, MATLAB, Python",8,6,4.800000191,30,NY,,"less than 10,000",Consulting and Business Services
more than160000,160000,data_scientist,"Natural Language Processing, Spark, Machine Learning, Hadoop, R, Python, SQL",7,6,4.800000191,30,CA,,"less than 10,000",Consulting and Business Services
more than160000,160000,data_scientist,"Machine Learning, CompTIA Security+, DoD 8570, Apache, Big Data, Intelligence Experience, Design Experience, Software Development, Data Mining, TS/SCI Clearance, Hadoop, HBase, Java, CISSP, Spark",15,14,4.099999905,30,VA,,"less than 10,000",Aerospace and Defense
more than160000,160000,data_scientist,"Hive, Spark, Machine Learning, Hadoop, Leadership Experience, Python, Supply Chain Experience",7,6,4.800000191,30,NY,,"less than 10,000",Consulting and Business Services
more than160000,160000,data_scientist,"R, SAS, Python, SQL, Tableau",5,,,30,CA,,,
more than160000,160000,data_scientist,,0,1661,4.199999809,30,CA,,"10,000+",Health Care
more than160000,160000,data_scientist,"Hive, Spark, R, SAS, Python, SQL, Tableau",7,,,30,CA,,,
more than160000,160000,data_scientist,"R, SAS, Python, SQL, Tableau",5,,,30,CA,,,
more than160000,160000,data_scientist,"TensorFlow, Data Mining, Machine Learning, Hadoop, Spark, Software Development, Python, OOP",8,18,4.099999905,15,PA,,"less than 10,000",Consulting and Business Services
more than160000,160000,data_scientist,"Hive, Data Mining, Hadoop, Scala, R, Azure, SAS, Big Data, Spark, NoSQL, Python, AWS",12,104,3.700000048,24,CT,,"less than 10,000",Consulting and Business Services
more than160000,160000,data_scientist,"Marketing, R, SAS, Python, Multichannel Marketing, SQL, Tableau",7,,,30,CA,,,
more than160000,160000,data_scientist,"R, SAS, Python, SQL, Tableau",5,,,30,CA,,,
more than160000,160000,data_scientist,"Java, Martech, Machine Learning, Hadoop, Python, C/C++",6,6,4.800000191,7,NY,,"less than 10,000",Consulting and Business Services
more than160000,160000,data_scientist,"Machine Learning, Image Processing, Python, C/C++",4,5,3.200000048,30,CA,,,
more than160000,160000,data_scientist,"Spring, Machine Learning, Hadoop, Kafka, HBase, Java, Cassandra, Spark, NoSQL, AWS",10,21159,3.900000095,30,NJ,more than $10B ,"10,000+",Banks and Financial Services
more than160000,160000,data_scientist,"Java, Machine Learning, Python, SQL",4,31,3.700000048,30,CA,,,Human Resources and Staffing
more than160000,160000,data_scientist,"Machine Learning, Hadoop, Scala, Big Data, Java, Spark, Python",7,31,3.700000048,23,PA,,,Human Resources and Staffing
more than160000,160000,data_scientist,"Machine Learning, Microsoft Powerpoint, R, Tableau",4,411,4.300000191,30,NY,,,
more than160000,160000,data_scientist,"R, SAS, Python, SQL, Tableau",5,,,30,CA,,,
more than160000,160000,data_scientist,"Pig, Hive, Machine Learning, Experimental Design, Perl, R, C/C++, Solr, Natural Language Processing, Data Analysis, MATLAB, AI, Data Mining, Hadoop, Scala, HBase, Java, Lucene, Spark, NoSQL",20,700,4,30,NY,,,Banks and Financial Services
more than160000,160000,data_scientist,,0,726,4.099999905,30,CA,,"10,000+",Pharmaceuticals
more than160000,160000,data_scientist,"Big Data, Hive, Data Mining, Spark, Machine Learning, Hadoop, R, Python, SQL",9,641,3.799999952,30,CA,,"10,000+",Internet and Software
more than160000,160000,data_scientist,"Java, Martech, Machine Learning, Hadoop, Python, C/C++",6,6,4.800000191,30,NY,,"less than 10,000",Consulting and Business Services
more than160000,160000,data_scientist,"Pig, Hive, Machine Learning, Experimental Design, Perl, R, C/C++, Solr, Natural Language Processing, Data Analysis, MATLAB, AI, Data Mining, Hadoop, Scala, HBase, Java, Lucene, Spark, NoSQL",20,32,3.599999905,30,NY,,,Banks and Financial Services
more than160000,160000,data_scientist,"Natural Language Processing, Hive, Machine Learning, Hadoop, Teaching Experience, Python, Data Science, SQL",8,11,4,30,CO,,,
more than160000,160000,data_scientist,"TensorFlow, Machine Learning, Clinical Trials, SQL, S3, Spark, Python, AWS",8,,,30,CA,,,
more than160000,160000,data_scientist,"Big Data, Data Mining, Machine Learning, SPSS, Hadoop, NoSQL, R, SAS, SQL",9,6,4,30,TX,less than $1B ,"less than 10,000",
more than160000,160000,data_scientist,"Natural Language Processing, Machine Learning",2,1887,3.799999952,7,CA,,"10,000+",Real Estate
more than160000,160000,data_scientist,"Natural Language Processing, Hive, Machine Learning, Hadoop, Teaching Experience, Python, Data Science, SQL",8,11,4,30,CA,,,
more than160000,160000,data_scientist,"Pig, AI, Hive, Machine Learning, Hadoop, R, Kafka, Big Data, Natural Language Processing, Cassandra, Spark",11,1225,4,30,NY,more than $10B ,"10,000+",Banks and Financial Services
more than160000,160000,data_scientist,"TensorFlow, Hive, Machine Learning, Hadoop, R, C/C++, SQL, Java, Natural Language Processing, Spark, Git, MATLAB, Python",13,21159,3.900000095,30,NY,more than $10B ,"10,000+",Banks and Financial Services
more than160000,160000,data_scientist,"TensorFlow, AI, Machine Learning, Data Management, Network, Image Processing, C/C++, Java, Natural Language Processing, MATLAB, Python",11,10824,4,30,CA,more than $10B ,"10,000+",Computers and Electronics
more than160000,160000,data_scientist,"Machine Learning, Data Management, R, SQL, HTML5, SPSS, CSS, JavaScript, Hadoop, SAS, Python, DB2",12,23472,3.900000095,30,USA,,"10,000+",Consulting and Business Services
more than160000,160000,data_scientist,"Natural Language Processing, Spark, Machine Learning, Teaching Experience, Python, Data Science, SQL",7,11,4,30,WA,,,
more than160000,160000,data_scientist,"Natural Language Processing, Hive, Machine Learning, Hadoop, Teaching Experience, Python, Data Science, SQL",8,11,4,30,NY,,,
more than160000,160000,data_scientist,"TensorFlow, JavaScript, Machine Learning, R, Scala, SQL, Node.js, PostgreSQL, Python",9,,,25,CA,,,
more than160000,160000,data_scientist,"TensorFlow, JavaScript, Machine Learning, R, Scala, SQL, Node.js, PostgreSQL, Python",9,,,25,CA,,,
more than160000,160000,data_scientist,"Big Data, Natural Language Processing, Hive, Spark, Machine Learning, Hadoop, SDLC, SQL",8,21159,3.900000095,30,NY,more than $10B ,"10,000+",Banks and Financial Services
more than160000,160000,data_scientist,"AI, PaaS, Machine Learning",3,14629,3.900000095,21,NJ,more than $10B ,"10,000+",Banks and Financial Services
more than160000,160000,data_scientist,"TensorFlow, Natural Language Processing, Data Mining, Spark, Machine Learning, Kubernetes, Hadoop, Python, AWS",9,11,2.5,30,MA,less than $1B ,"less than 10,000",Internet and Software
more than160000,160000,data_scientist,"Data Mining, Machine Learning, Hadoop, R, SQL, Big Data, Git, Shell Scripting, MATLAB, Python, Elasticsearch",11,397,3.400000095,30,MA,$1B to $5B ,"less than 10,000",Internet and Software
more than160000,160000,data_scientist,"Machine Learning, Azure, Remote Access Software, SaaS, AWS",5,45,3.700000048,30,CA,,,
more than160000,160000,data_scientist,"Machine Learning, R, Leadership Experience, Python",4,6,4.800000191,30,CA,,"less than 10,000",Consulting and Business Services
more than160000,160000,data_scientist,"AI, Project Leadership, Machine Learning, Project Management, Big Data, Leadership Experience, Data Science",7,151,3.799999952,11,MA,$5B to $10B ,"10,000+",Industrial Manufacturing
more than160000,160000,data_scientist,Leadership Experience,1,2807,3.799999952,30,NY,more than $10B ,"10,000+",Insurance
more than160000,160000,data_scientist,TS/SCI Clearance,1,,,12,MD,,,
more than160000,160000,data_scientist,"Node.js, Machine Learning, Software Development, AWS",4,,,30,CA,,,
more than160000,160000,data_scientist,"TensorFlow, Machine Learning, Natural Language Processing, Python, Elasticsearch",5,31,3.700000048,30,CA,,,Human Resources and Staffing
more than160000,160000,data_scientist,"Node.js, Machine Learning, Software Development, AWS",4,,,30,WA,,,
more than160000,160000,data_scientist,"AI, Machine Learning, Hadoop, SAP, SQL, Natural Language Processing, Spark, NoSQL",8,,,30,CA,,,
more than160000,160000,data_scientist,"TensorFlow, Machine Learning, R, Azure, C/C++, Natural Language Processing, MATLAB, AI, Hadoop, Scala, Image Processing, Java, NIST, Spark, Git, Python, AWS",17,284,3.799999952,30,NY,$1B to $5B ,"less than 10,000",Banks and Financial Services
more than160000,160000,data_scientist,"Natural Language Processing, Machine Learning, R, Python, Data Science",5,,,30,MA,,,
more than160000,160000,data_scientist,"TensorFlow, AI, Machine Learning, Project Management, C/C++, SQL, Java, NoSQL, OOP, Python",10,649,4,30,CA,$5B to $10B ,"10,000+",Internet and Software
more than160000,160000,data_scientist,"JavaScript, Machine Learning, Go, Azure, Google Cloud Platform, R, SQL, Java, .Net, C#, Data Science, Python, AWS",13,52,3.700000048,29,CO,,,Consulting and Business Services
more than160000,160000,data_scientist,"Java, Linux, AI, Machine Learning, Hadoop, Scala, Python, C/C++, HBase",9,2,4.5,30,CA,,,Human Resources and Staffing
more than160000,160000,data_scientist,"JavaScript, Machine Learning, Go, Azure, Google Cloud Platform, R, SQL, Java, .Net, C#, Data Science, Python, AWS",13,52,3.700000048,30,WA,,,Consulting and Business Services
more than160000,160000,data_scientist,"Machine Learning, R, JSON, SQL, Software Development, GPEN, Leadership Experience, Information Security, Malware Analysis, Scripting, Kafka, Oracle, Management Experience, CI/CD, CEH, Java, CISSP, Shell Scripting, Python",19,4361,3.900000095,30,CA,more than $10B ,"10,000+",Internet and Software
more than160000,160000,data_scientist,"Business Intelligence, Machine Learning, OBIEE, Project Management, Hadoop, R, SAS, Tableau",8,14987,4,30,CA,more than $10B ,"10,000+",Consulting and Business Services
more than160000,160000,data_scientist,"TensorFlow, Hive, Machine Learning, Hadoop, Scala, Azure, DynamoDB, SQL, Big Data, Natural Language Processing, Spark, Redis, NoSQL, Data Science, Python",15,,,1,NY,,,
more than160000,160000,data_scientist,"TensorFlow, AI, Ruby, Data Mining, Machine Learning, Hadoop, Scala, R, SQL, Java, Big Data, Predictive Analytics, MongoDB, Spark, NoSQL, Python, AWS",17,,,,FL,,,
more than160000,160000,data_scientist,"AI, Machine Learning, SQL, Software Development, Python",5,,,13,WA,,,
more than160000,160000,data_scientist,"Data Mining, Machine Learning, Scripting, Hadoop, R, Perl, Statisical Analysis, SQL, Java, Natural Language Processing, MySQL, Spark, Python",13,,,,CA,,,
more than160000,160000,data_scientist,"Linux, Data Mining, Ruby, Machine Learning, Hadoop, Scripting, R, Scala, SAS, Sentiment Analytics, Tableau, Java, Natural Language Processing, Spark, QlikView, MATLAB, Python",17,,,14,MI,,,
more than160000,160000,data_scientist,"Java, TensorFlow, AI, Spark, Machine Learning, Scala, Data Science, Python",8,,,7,CA,,,
more than160000,160000,data_scientist,"AI, Spark, Machine Learning, R, Scala, Kafka, Python, SQL",8,11,3.5,12,NY,,"less than 10,000",Computers and Electronics
more than160000,160000,data_scientist,"Spark, Machine Learning, Hadoop, R, Python, SQL",6,7,3.299999952,16,NY,,,
more than160000,160000,data_scientist,"Hive, Data Mining, Machine Learning, Hadoop, Statisical Analysis, S3, Spark, Python, Data Science",9,,,,NY,,,
more than160000,160000,data_scientist,"Big Data, Machine Learning, Hadoop, Python",4,2,5,30,CA,,,
more than160000,160000,data_scientist,"Machine Learning, Python, SQL",3,,,26,NY,,,
more than160000,160000,data_scientist,"Java, Pig, Natural Language Processing, Hive, Machine Learning, SPSS, Hadoop, SAS, C/C++, SQL, AWS",11,12,3.700000048,30,CA,,,
more than160000,160000,data_scientist,"Hive, Hadoop, Scala, R, DynamoDB, Java, S3, Spark, Software Development, Shell Scripting, Python, AWS",12,,,30,CA,,,
more than160000,160000,data_scientist,"TensorFlow, Hive, Machine Learning, Hadoop, R, SQL, Tableau, Natural Language Processing, Spark, NoSQL, Python",11,,,1,CA,,,
more than160000,160000,data_scientist,"Hive, Data Mining, Machine Learning, Hadoop, R, SQL, HBase, MATLAB, Python",9,9,4.099999905,30,NY,,,
more than160000,160000,data_scientist,"Pig, AI, Hive, Data Mining, Machine Learning, Hadoop, R, Scala, Sentiment Analytics, Big Data, Java, Python",12,,,,NJ,,,
more than160000,160000,data_scientist,"Predictive Analytics, Hive, MongoDB, Hadoop, R, HBase",6,,,,TX,,,
more than160000,160000,data_scientist,"Java, TensorFlow, AI, Spark, Machine Learning, Scala, Data Science, Python",8,,,7,CA,,,
more than160000,160000,data_scientist,"Java, Troubleshooting, Spark, Machine Learning, Hadoop, R, Weka, Scala, Python, SQL",10,6,1.700000048,30,TX,,,
more than160000,160000,data_scientist,"TensorFlow, AI, Machine Learning, Bioinformatics, SQL, Java, Angular, Kanban, Next Generation Sequencing, Docker, Data Analysis, NoSQL, MATLAB, Python, Elasticsearch, AWS",16,,,,CA,,,
more than160000,160000,data_scientist,"TensorFlow, Linux, Machine Learning, Scripting, Hadoop, R, Scala, Spark, Shell Scripting, MATLAB, Python, AWS",12,70,3.700000048,3,CA,,"less than 10,000",Internet and Software
more than160000,160000,data_scientist,"TensorFlow, Spark, Machine Learning, Kafka",4,2,4,30,CA,,,
more than160000,160000,data_scientist,"R, Python",2,,,30,CA,,,
more than160000,160000,data_scientist,"Machine Learning, Data Analysis, Project Management, R, Scala, Leadership Experience, Python",7,,,30,MA,,,
more than160000,160000,data_scientist,"Machine Learning, Google Cloud Platform, Python",3,,,,MA,,,
more than160000,160000,data_scientist,"Hive, Hadoop, Scala, R, DynamoDB, Java, S3, Spark, Software Development, Shell Scripting, Python, AWS",12,,,30,CA,,,
more than160000,160000,data_scientist,"TensorFlow, Unity, Spark, Machine Learning, Design Experience, Scala, Python",7,13,4.099999905,14,CA,,"less than 10,000",
more than160000,160000,data_scientist,"Linux, Machine Learning, Hadoop, R, Oracle, Python",6,4497,3.400000095,30,DC,,,
more than160000,160000,data_scientist,"Hive, Machine Learning, R, C/C++, SQL, SPARQL, Data Mining, Hadoop, Scala, Java, MongoDB, Spark, Python",13,,,30,NY,,,
more than160000,160000,data_scientist,"AI, Machine Learning, Java, Natural Language Processing, OOP, Python",6,,,8,NY,,,
more than160000,160000,data_scientist,Machine Learning,1,,,,NY,,,
more than160000,160000,data_scientist,"Natural Language Processing, Machine Learning, R, Python, SQL",5,,,,NY,,,
more than160000,160000,data_scientist,"Data Mining, TS/SCI Clearance, Machine Learning, Project Management, Tableau, Analysis Skills, GIS, Data Science, AWS",9,,,13,VA,,,
more than160000,160000,data_scientist,"AI, CI, GIS",3,3,3.700000048,20,NY,,,
more than160000,160000,data_scientist,"Machine Learning, Signal Processing",2,,,30,MA,,,
more than160000,160000,data_scientist,"Java, Spark, Identity And Access Management, Scala, MATLAB, Python, C/C++, AWS",8,,,5,NY,,,
more than160000,160000,data_scientist,"Time Management, Machine Learning, Microsoft Powerpoint, Hadoop, Scala, C/C++, SQL, NoSQL, Data Science, Python",10,8,3.400000095,30,CA,,,
more than160000,160000,data_scientist,"Machine Learning, R, Python",3,9,4.199999809,2,MA,,"less than 10,000",Human Resources and Staffing
more than160000,160000,data_scientist,"Machine Learning, Clinical Research, Project Management, Google Cloud Platform, R, SQL, Clinical Trials, Natural Language Processing, Data Warehouse, Data Analysis, Python, AWS",12,13,4.699999809,30,UT,,,
more than160000,160000,data_scientist,"Data Mining, Selenium, Test Automation, Machine Learning, Software Testing, R, SAS, TestNG, SQL, Tableau, Java, .Net, Spark, C#, Python, Jenkins",16,,,30,WA,,,
more than160000,160000,data_scientist,"Machine Learning, Python",2,,,30,NY,,,
more than160000,160000,data_scientist,"Pig, Hive, Machine Learning, R, Apache, Spark, MATLAB, Python",8,,,13,CA,,,
more than160000,160000,data_scientist,"Natural Language Processing, Machine Learning, R, SAS, Python",5,,,,CA,,,
more than160000,160000,data_scientist,"Firewall, Machine Learning, Red Hat Enterprise Linux, Azure, LDAP, Splunk, Node.js, Confluence, S3, Jira, IIS, Tomcat, TS/SCI Clearance, JBoss, VMWare, CI/CD, Active Directory, Shell Scripting, AWS, TensorFlow",20,,,4,DC,,,
more than160000,160000,data_scientist,"Machine Learning, Python, C/C++",3,,,30,NY,,,
more than160000,160000,data_scientist,"AI, Machine Learning, Project Management, Image Processing, C/C++, Git, Jira, SVN",8,,,21,CA,,,
more than160000,160000,data_scientist,"Machine Learning, Marketing",2,,,25,NY,,,
more than160000,160000,data_scientist,"Machine Learning, Python",2,,,30,NY,,,
more than160000,160000,data_scientist,"Spark, Machine Learning, Python, AWS",4,,,30,NY,,,
more than160000,160000,data_scientist,"Pig, TensorFlow, Hive, Machine Learning, Hadoop, R, Teradata, Big Data, Microsoft Word, Spark, Python",11,2,4,29,NY,,,Human Resources and Staffing
more than160000,160000,data_scientist,"AI, FPGA, Machine Learning",3,401,3.799999952,30,CA,$5B to $10B ,"less than 10,000",Computers and Electronics
more than160000,160000,data_scientist,"JavaScript, R, MATLAB, Python, C/C++",5,,,,CA,,,
more than160000,160000,data_scientist,"JavaScript, R, MATLAB, Python, C/C++",5,,,,CA,,,
more than160000,160000,data_scientist,"JavaScript, R, MATLAB, Python, C/C++",5,,,,CA,,,
more than160000,160000,data_scientist,"JavaScript, R, MATLAB, Python, C/C++",5,,,,CA,,,
more than160000,160000,data_scientist,Machine Learning,1,,,30,NJ,,,
more than160000,160000,data_scientist,"JavaScript, R, MATLAB, Python, C/C++",5,,,,CA,,,
