Id,Source,Target,Type,Weight,nodes,links
591,Excel,Hive,Directed,6,"opts.GraphNode(name=""Hive"",symbol_size=6),","opts.GraphLink(source=""Excel"", target=""Hive""),"
592,Excel,SAS,Directed,134,"opts.GraphNode(name=""SAS"",symbol_size=134),","opts.GraphLink(source=""Excel"", target=""SAS""),"
593,Excel,Big Data,Directed,8,"opts.GraphNode(name=""Big Data"",symbol_size=8),","opts.GraphLink(source=""Excel"", target=""Big Data""),"
594,Excel,AWS,Directed,20,"opts.GraphNode(name=""AWS"",symbol_size=20),","opts.GraphLink(source=""Excel"", target=""AWS""),"
595,Excel,Scala,Directed,2,"opts.GraphNode(name=""Scala"",symbol_size=2),","opts.GraphLink(source=""Excel"", target=""Scala""),"
596,Excel,NoSQL,Directed,4,"opts.GraphNode(name=""NoSQL"",symbol_size=4),","opts.GraphLink(source=""Excel"", target=""NoSQL""),"
597,Excel,C/C++,Directed,4,"opts.GraphNode(name=""C/C++"",symbol_size=4),","opts.GraphLink(source=""Excel"", target=""C/C++""),"
598,Excel,Natural Language Processing,Directed,2,"opts.GraphNode(name=""Natural Language Processing"",symbol_size=2),","opts.GraphLink(source=""Excel"", target=""Natural Language Processing""),"
599,Excel,Oracle,Directed,90,"opts.GraphNode(name=""Oracle"",symbol_size=90),","opts.GraphLink(source=""Excel"", target=""Oracle""),"
600,Excel,Data Warehouse,Directed,18,"opts.GraphNode(name=""Data Warehouse"",symbol_size=18),","opts.GraphLink(source=""Excel"", target=""Data Warehouse""),"
601,Excel,Linux,Directed,12,"opts.GraphNode(name=""Linux"",symbol_size=12),","opts.GraphLink(source=""Excel"", target=""Linux""),"
602,Excel,AI,Directed,72,"opts.GraphNode(name=""AI"",symbol_size=72),","opts.GraphLink(source=""Excel"", target=""AI""),"
603,Excel,Microsoft SQL Server,Directed,12,"opts.GraphNode(name=""Microsoft SQL Server"",symbol_size=12),","opts.GraphLink(source=""Excel"", target=""Microsoft SQL Server""),"
604,Excel,Kafka,Directed,2,"opts.GraphNode(name=""Kafka"",symbol_size=2),","opts.GraphLink(source=""Excel"", target=""Kafka""),"
606,Excel,Azure,Directed,12,"opts.GraphNode(name=""Azure"",symbol_size=12),","opts.GraphLink(source=""Excel"", target=""Azure""),"
607,Excel,MATLAB,Directed,4,"opts.GraphNode(name=""MATLAB"",symbol_size=4),","opts.GraphLink(source=""Excel"", target=""MATLAB""),"
608,Excel,Microsoft Office,Directed,168,"opts.GraphNode(name=""Microsoft Office"",symbol_size=168),","opts.GraphLink(source=""Excel"", target=""Microsoft Office""),"
609,Excel,Git,Directed,10,"opts.GraphNode(name=""Git"",symbol_size=10),","opts.GraphLink(source=""Excel"", target=""Git""),"
610,Excel,Excel,Directed,1158,"opts.GraphNode(name=""Excel"",symbol_size=1158),","opts.GraphLink(source=""Excel"", target=""Excel""),"
611,Excel,JavaScript,Directed,16,"opts.GraphNode(name=""JavaScript"",symbol_size=16),","opts.GraphLink(source=""Excel"", target=""JavaScript""),"
612,Excel,PostgreSQL,Directed,4,"opts.GraphNode(name=""PostgreSQL"",symbol_size=4),","opts.GraphLink(source=""Excel"", target=""PostgreSQL""),"
613,Excel,MySQL,Directed,16,"opts.GraphNode(name=""MySQL"",symbol_size=16),","opts.GraphLink(source=""Excel"", target=""MySQL""),"
614,Excel,Perl,Directed,32,"opts.GraphNode(name=""Perl"",symbol_size=32),","opts.GraphLink(source=""Excel"", target=""Perl""),"
615,JavaScript,Python,Directed,26,"opts.GraphNode(name=""Python"",symbol_size=26),","opts.GraphLink(source=""JavaScript"", target=""Python""),"
616,JavaScript,SQL,Directed,26,"opts.GraphNode(name=""SQL"",symbol_size=26),","opts.GraphLink(source=""JavaScript"", target=""SQL""),"
617,JavaScript,Machine Learning,Directed,2,"opts.GraphNode(name=""Machine Learning"",symbol_size=2),","opts.GraphLink(source=""JavaScript"", target=""Machine Learning""),"
618,JavaScript,R,Directed,34,"opts.GraphNode(name=""R"",symbol_size=34),","opts.GraphLink(source=""JavaScript"", target=""R""),"
619,JavaScript,Hadoop,Directed,2,"opts.GraphNode(name=""Hadoop"",symbol_size=2),","opts.GraphLink(source=""JavaScript"", target=""Hadoop""),"
620,JavaScript,Spark,Directed,2,"opts.GraphNode(name=""Spark"",symbol_size=2),","opts.GraphLink(source=""JavaScript"", target=""Spark""),"
621,JavaScript,Java,Directed,36,"opts.GraphNode(name=""Java"",symbol_size=36),","opts.GraphLink(source=""JavaScript"", target=""Java""),"
622,JavaScript,Tableau,Directed,22,"opts.GraphNode(name=""Tableau"",symbol_size=22),","opts.GraphLink(source=""JavaScript"", target=""Tableau""),"
623,JavaScript,SAS,Directed,6,"opts.GraphNode(name=""SAS"",symbol_size=6),","opts.GraphLink(source=""JavaScript"", target=""SAS""),"
624,JavaScript,Big Data,Directed,4,"opts.GraphNode(name=""Big Data"",symbol_size=4),","opts.GraphLink(source=""JavaScript"", target=""Big Data""),"
625,JavaScript,Scala,Directed,2,"opts.GraphNode(name=""Scala"",symbol_size=2),","opts.GraphLink(source=""JavaScript"", target=""Scala""),"
626,JavaScript,Oracle,Directed,10,"opts.GraphNode(name=""Oracle"",symbol_size=10),","opts.GraphLink(source=""JavaScript"", target=""Oracle""),"
627,JavaScript,Data Warehouse,Directed,2,"opts.GraphNode(name=""Data Warehouse"",symbol_size=2),","opts.GraphLink(source=""JavaScript"", target=""Data Warehouse""),"
628,JavaScript,Linux,Directed,2,"opts.GraphNode(name=""Linux"",symbol_size=2),","opts.GraphLink(source=""JavaScript"", target=""Linux""),"
629,JavaScript,AI,Directed,4,"opts.GraphNode(name=""AI"",symbol_size=4),","opts.GraphLink(source=""JavaScript"", target=""AI""),"
630,JavaScript,Azure,Directed,2,"opts.GraphNode(name=""Azure"",symbol_size=2),","opts.GraphLink(source=""JavaScript"", target=""Azure""),"
631,JavaScript,Git,Directed,4,"opts.GraphNode(name=""Git"",symbol_size=4),","opts.GraphLink(source=""JavaScript"", target=""Git""),"
632,JavaScript,Excel,Directed,16,"opts.GraphNode(name=""Excel"",symbol_size=16),","opts.GraphLink(source=""JavaScript"", target=""Excel""),"
633,JavaScript,JavaScript,Directed,36,"opts.GraphNode(name=""JavaScript"",symbol_size=36),","opts.GraphLink(source=""JavaScript"", target=""JavaScript""),"
634,JavaScript,MySQL,Directed,4,"opts.GraphNode(name=""MySQL"",symbol_size=4),","opts.GraphLink(source=""JavaScript"", target=""MySQL""),"
635,HBase,Python,Directed,2,"opts.GraphNode(name=""Python"",symbol_size=2),","opts.GraphLink(source=""HBase"", target=""Python""),"
636,HBase,SQL,Directed,2,"opts.GraphNode(name=""SQL"",symbol_size=2),","opts.GraphLink(source=""HBase"", target=""SQL""),"
637,HBase,R,Directed,2,"opts.GraphNode(name=""R"",symbol_size=2),","opts.GraphLink(source=""HBase"", target=""R""),"
638,HBase,Java,Directed,2,"opts.GraphNode(name=""Java"",symbol_size=2),","opts.GraphLink(source=""HBase"", target=""Java""),"
639,HBase,Tableau,Directed,2,"opts.GraphNode(name=""Tableau"",symbol_size=2),","opts.GraphLink(source=""HBase"", target=""Tableau""),"
640,HBase,AWS,Directed,2,"opts.GraphNode(name=""AWS"",symbol_size=2),","opts.GraphLink(source=""HBase"", target=""AWS""),"
641,HBase,Azure,Directed,2,"opts.GraphNode(name=""Azure"",symbol_size=2),","opts.GraphLink(source=""HBase"", target=""Azure""),"
642,HBase,HBase,Directed,2,"opts.GraphNode(name=""HBase"",symbol_size=2),","opts.GraphLink(source=""HBase"", target=""HBase""),"
643,PostgreSQL,Python,Directed,6,"opts.GraphNode(name=""Python"",symbol_size=6),","opts.GraphLink(source=""PostgreSQL"", target=""Python""),"
644,PostgreSQL,SQL,Directed,8,"opts.GraphNode(name=""SQL"",symbol_size=8),","opts.GraphLink(source=""PostgreSQL"", target=""SQL""),"
645,PostgreSQL,R,Directed,8,"opts.GraphNode(name=""R"",symbol_size=8),","opts.GraphLink(source=""PostgreSQL"", target=""R""),"
646,PostgreSQL,Java,Directed,2,"opts.GraphNode(name=""Java"",symbol_size=2),","opts.GraphLink(source=""PostgreSQL"", target=""Java""),"
647,PostgreSQL,Tableau,Directed,6,"opts.GraphNode(name=""Tableau"",symbol_size=6),","opts.GraphLink(source=""PostgreSQL"", target=""Tableau""),"
648,PostgreSQL,SAS,Directed,2,"opts.GraphNode(name=""SAS"",symbol_size=2),","opts.GraphLink(source=""PostgreSQL"", target=""SAS""),"
649,PostgreSQL,AWS,Directed,2,"opts.GraphNode(name=""AWS"",symbol_size=2),","opts.GraphLink(source=""PostgreSQL"", target=""AWS""),"
650,PostgreSQL,Oracle,Directed,4,"opts.GraphNode(name=""Oracle"",symbol_size=4),","opts.GraphLink(source=""PostgreSQL"", target=""Oracle""),"
651,PostgreSQL,AI,Directed,2,"opts.GraphNode(name=""AI"",symbol_size=2),","opts.GraphLink(source=""PostgreSQL"", target=""AI""),"
653,PostgreSQL,Excel,Directed,4,"opts.GraphNode(name=""Excel"",symbol_size=4),","opts.GraphLink(source=""PostgreSQL"", target=""Excel""),"
654,PostgreSQL,PostgreSQL,Directed,8,"opts.GraphNode(name=""PostgreSQL"",symbol_size=8),","opts.GraphLink(source=""PostgreSQL"", target=""PostgreSQL""),"
655,PostgreSQL,MySQL,Directed,6,"opts.GraphNode(name=""MySQL"",symbol_size=6),","opts.GraphLink(source=""PostgreSQL"", target=""MySQL""),"
656,MySQL,Python,Directed,18,"opts.GraphNode(name=""Python"",symbol_size=18),","opts.GraphLink(source=""MySQL"", target=""Python""),"
657,MySQL,SQL,Directed,24,"opts.GraphNode(name=""SQL"",symbol_size=24),","opts.GraphLink(source=""MySQL"", target=""SQL""),"
658,MySQL,Machine Learning,Directed,2,"opts.GraphNode(name=""Machine Learning"",symbol_size=2),","opts.GraphLink(source=""MySQL"", target=""Machine Learning""),"
659,MySQL,R,Directed,22,"opts.GraphNode(name=""R"",symbol_size=22),","opts.GraphLink(source=""MySQL"", target=""R""),"
660,MySQL,Spark,Directed,4,"opts.GraphNode(name=""Spark"",symbol_size=4),","opts.GraphLink(source=""MySQL"", target=""Spark""),"
661,MySQL,Java,Directed,8,"opts.GraphNode(name=""Java"",symbol_size=8),","opts.GraphLink(source=""MySQL"", target=""Java""),"
662,MySQL,Tableau,Directed,20,"opts.GraphNode(name=""Tableau"",symbol_size=20),","opts.GraphLink(source=""MySQL"", target=""Tableau""),"
663,MySQL,SAS,Directed,6,"opts.GraphNode(name=""SAS"",symbol_size=6),","opts.GraphLink(source=""MySQL"", target=""SAS""),"
664,MySQL,Big Data,Directed,2,"opts.GraphNode(name=""Big Data"",symbol_size=2),","opts.GraphLink(source=""MySQL"", target=""Big Data""),"
665,MySQL,AWS,Directed,4,"opts.GraphNode(name=""AWS"",symbol_size=4),","opts.GraphLink(source=""MySQL"", target=""AWS""),"
666,MySQL,Scala,Directed,2,"opts.GraphNode(name=""Scala"",symbol_size=2),","opts.GraphLink(source=""MySQL"", target=""Scala""),"
667,MySQL,NoSQL,Directed,2,"opts.GraphNode(name=""NoSQL"",symbol_size=2),","opts.GraphLink(source=""MySQL"", target=""NoSQL""),"
668,MySQL,Oracle,Directed,20,"opts.GraphNode(name=""Oracle"",symbol_size=20),","opts.GraphLink(source=""MySQL"", target=""Oracle""),"
669,MySQL,AI,Directed,2,"opts.GraphNode(name=""AI"",symbol_size=2),","opts.GraphLink(source=""MySQL"", target=""AI""),"
670,MySQL,Microsoft SQL Server,Directed,4,"opts.GraphNode(name=""Microsoft SQL Server"",symbol_size=4),","opts.GraphLink(source=""MySQL"", target=""Microsoft SQL Server""),"
671,MySQL,TensorFlow,Directed,2,"opts.GraphNode(name=""TensorFlow"",symbol_size=2),","opts.GraphLink(source=""MySQL"", target=""TensorFlow""),"
673,MySQL,Azure,Directed,2,"opts.GraphNode(name=""Azure"",symbol_size=2),","opts.GraphLink(source=""MySQL"", target=""Azure""),"
674,MySQL,Microsoft Office,Directed,2,"opts.GraphNode(name=""Microsoft Office"",symbol_size=2),","opts.GraphLink(source=""MySQL"", target=""Microsoft Office""),"
675,MySQL,Excel,Directed,16,"opts.GraphNode(name=""Excel"",symbol_size=16),","opts.GraphLink(source=""MySQL"", target=""Excel""),"
676,MySQL,JavaScript,Directed,4,"opts.GraphNode(name=""JavaScript"",symbol_size=4),","opts.GraphLink(source=""MySQL"", target=""JavaScript""),"
677,MySQL,PostgreSQL,Directed,6,"opts.GraphNode(name=""PostgreSQL"",symbol_size=6),","opts.GraphLink(source=""MySQL"", target=""PostgreSQL""),"
678,MySQL,MySQL,Directed,24,"opts.GraphNode(name=""MySQL"",symbol_size=24),","opts.GraphLink(source=""MySQL"", target=""MySQL""),"
679,Perl,Python,Directed,12,"opts.GraphNode(name=""Python"",symbol_size=12),","opts.GraphLink(source=""Perl"", target=""Python""),"
680,Perl,SQL,Directed,10,"opts.GraphNode(name=""SQL"",symbol_size=10),","opts.GraphLink(source=""Perl"", target=""SQL""),"
681,Perl,R,Directed,46,"opts.GraphNode(name=""R"",symbol_size=46),","opts.GraphLink(source=""Perl"", target=""R""),"
682,Perl,Java,Directed,10,"opts.GraphNode(name=""Java"",symbol_size=10),","opts.GraphLink(source=""Perl"", target=""Java""),"
683,Perl,Tableau,Directed,8,"opts.GraphNode(name=""Tableau"",symbol_size=8),","opts.GraphLink(source=""Perl"", target=""Tableau""),"
684,Perl,SAS,Directed,2,"opts.GraphNode(name=""SAS"",symbol_size=2),","opts.GraphLink(source=""Perl"", target=""SAS""),"
685,Perl,AWS,Directed,2,"opts.GraphNode(name=""AWS"",symbol_size=2),","opts.GraphLink(source=""Perl"", target=""AWS""),"
686,Perl,Scala,Directed,2,"opts.GraphNode(name=""Scala"",symbol_size=2),","opts.GraphLink(source=""Perl"", target=""Scala""),"
687,Perl,Oracle,Directed,4,"opts.GraphNode(name=""Oracle"",symbol_size=4),","opts.GraphLink(source=""Perl"", target=""Oracle""),"
688,Perl,Linux,Directed,2,"opts.GraphNode(name=""Linux"",symbol_size=2),","opts.GraphLink(source=""Perl"", target=""Linux""),"
689,Perl,Azure,Directed,2,"opts.GraphNode(name=""Azure"",symbol_size=2),","opts.GraphLink(source=""Perl"", target=""Azure""),"
690,Perl,Git,Directed,2,"opts.GraphNode(name=""Git"",symbol_size=2),","opts.GraphLink(source=""Perl"", target=""Git""),"
691,Perl,Excel,Directed,32,"opts.GraphNode(name=""Excel"",symbol_size=32),","opts.GraphLink(source=""Perl"", target=""Excel""),"
692,Perl,Perl,Directed,46,"opts.GraphNode(name=""Perl"",symbol_size=46),","opts.GraphLink(source=""Perl"", target=""Perl""),"
