,Paired Skills,Salary
8752,"C/C++,Hadoop,Natural Language Processing",71366
8753,"Hive,MATLAB,MongoDB",71358
8754,"AWS,MongoDB,Perl",71347
8755,".Net,AWS,Azure",71346
8756,"AWS,Azure",71346
8757,"Hadoop,Kafka,Python",71342
8758,"AWS,Azure,MongoDB",71340
8759,"Data Warehouse,Machine Learning,Scripting",71331
8760,"Kafka,Machine Learning,SPSS",71326
8761,"HBase,Microsoft Office,Perl",71324
8762,"Kafka,Linux,Natural Language Processing",71324
8763,"AWS,Big Data,SPSS",71315
8764,"Hadoop,JavaScript,Shell Scripting",71300
8765,"Business Intelligence,Microsoft Office,SPSS",71298
8766,"Kafka,PostgreSQL,Shell Scripting",71293
8767,"Hive,Java,Perl",71292
8768,"Java,Machine Learning",71292
8769,".Net,Java,Machine Learning",71292
8770,"AWS,Natural Language Processing,Perl",71288
8771,"AI,MySQL,NoSQL",71270
8772,"Big Data,R,Scala",71261
8773,"MySQL,PostgreSQL",71258
8774,".Net,MySQL,PostgreSQL",71258
8775,"MongoDB,SQL,Scripting",71256
8776,"Big Data,Pig,PostgreSQL",71253
8777,"Azure,Kafka,Shell Scripting",71249
8778,"HBase,JavaScript,Microsoft SQL Server",71214
8779,"Microsoft Office,NoSQL,Spark",71212
8780,"Microsoft Office,Pig,SPSS",71191
8781,"AWS,Azure,R",71182
8782,"Hadoop,Machine Learning,Python",71181
8783,"Hadoop,Java,Software Development",71178
8784,"C/C++,Linux,Microsoft SQL Server",71177
8785,"AWS,Microsoft Office",71166
8786,".Net,AWS,Microsoft Office",71166
8787,"AWS,Microsoft Office,MongoDB",71161
8788,"Data Warehouse,Perl,TensorFlow",71152
8789,"Data Science,Data Warehouse,Excel",71144
8790,"Big Data,MongoDB,Spark",71135
8791,"Kafka,Machine Learning,Microsoft Office",71130
8792,"Azure,Data Warehouse,Spark",71122
8793,"Data Science,NoSQL,PostgreSQL",71118
8794,"Linux,Python,TensorFlow",71116
8795,"Machine Learning,MySQL,Scala",71113
8796,"Java,Machine Learning,R",71112
8797,"Data Warehouse,HBase,Hive",71107
8798,"Excel,Natural Language Processing,TensorFlow",71105
8799,".Net,Hive,PostgreSQL",71088
8800,"Hive,PostgreSQL",71088
8801,"Java,Natural Language Processing,Pig",71076
8802,"Java,Scripting,Software Development",71073
8803,"Linux,Pig,R",71068
8804,"AI,C/C++,Machine Learning",71064
8805,"Big Data,Python,Software Development",71053
8806,"MySQL,Natural Language Processing,S3",71051
8807,"Business Intelligence,Data Science,JavaScript",71050
8808,"Azure,Python,SPSS",71047
8809,"AWS,Machine Learning,Perl",71046
8810,".Net,Azure,Hive",71044
8811,"Azure,Hive",71044
8812,"HBase,Hadoop,MongoDB",71039
8813,"Data Warehouse,MySQL",71034
8814,".Net,Data Warehouse,MySQL",71034
8815,"Linux,Shell Scripting,Tableau",71033
8816,"Hive,PostgreSQL,R",71030
8817,"Big Data,Pig,Scala",71025
8818,"Azure,Microsoft SQL Server,MongoDB",71022
8819,"NoSQL,Pig,Project Management",71015
8820,"Data Science,Git,Software Development",71011
8821,"C/C++,Data Science,Spark",70994
8822,"Excel,Oracle,Scripting",70986
8823,"AWS,Microsoft Office,R",70986
8824,"Microsoft Office,Natural Language Processing,Perl",70983
8825,"Business Intelligence,HBase",70976
8826,".Net,Business Intelligence,HBase",70976
8827,"Data Analysis,Oracle,Python",70962
8828,"Linux,MySQL,Perl",70957
8829,"Azure,Data Warehouse,MATLAB",70953
8830,"AWS,Azure,Pig",70953
8831,"NoSQL,Project Management,R",70952
8832,"Hive,MongoDB,SAS",70950
8833,"JavaScript,Microsoft SQL Server,Scripting",70935
8834,"AWS,Azure,Oracle",70926
8835,"Azure,Java,SQL",70923
8836,"Hive,Pig,PostgreSQL",70920
8837,"Java,SPSS,Scripting",70913
8838,"Business Intelligence,Data Science,Excel",70906
8839,"AI,Excel,PostgreSQL",70889
8840,"Java,Machine Learning,Pig",70886
8841,"Data Warehouse,PostgreSQL,SQL",70885
8842,"SAS,SPSS,Scala",70881
8843,"Azure,Hive,R",70880
8844,"Linux,MongoDB,Project Management",70879
8845,"Azure,Hive,Pig",70877
8846,"MySQL,Pig,PostgreSQL",70865
8847,"Big Data,Java,Oracle",70854
8848,".Net,Hive,Scala",70842
8849,"Hive,Scala",70842
8850,"Java,MATLAB,S3",70842
8851,"Data Analysis,Python,Software Development",70841
8852,"JavaScript,MySQL,Tableau",70837
8853,"C/C++,Project Management,Python",70836
8854,"Linux,MySQL,SPSS",70835
8855,"AWS,Data Analysis,SPSS",70831
8856,"Java,Microsoft Office,Scripting",70829
8857,"Git,Project Management,SQL",70824
8858,"AWS,Java,Scripting",70812
8859,"HBase,JavaScript,Project Management",70809
8860,"S3,Scripting",70808
8861,".Net,S3,Scripting",70808
8862,"Hadoop,Java,Microsoft Office",70807
8863,"Business Intelligence,HBase,R",70796
8864,"Kafka,Machine Learning,Perl",70780
8865,"AI,Big Data,NoSQL",70779
8866,"AWS,Microsoft Office,Pig",70773
8867,"Data Warehouse,Python,SPSS",70767
8868,"Azure,Data Science,JavaScript",70766
8869,"AWS,Perl,Scala",70756
8870,"AWS,Big Data,Perl",70755
8871,"Java,Oracle,SQL",70754
8872,"Excel,HBase,TensorFlow",70752
8873,"MongoDB,Project Management,Python",70740
8874,"Linux,NoSQL,Project Management",70735
8875,"Data Warehouse,MySQL,Oracle",70732
8876,"Microsoft SQL Server,MongoDB,Scala",70722
8877,"Business Intelligence,Python,R",70713
8878,"C/C++,Data Analysis,SQL",70709
8879,"HBase,Java,Oracle",70707
8880,"Big Data,Linux,Software Development",70703
8881,".Net,Business Intelligence,Natural Language Processing",70702
8882,"Business Intelligence,Natural Language Processing",70702
8883,"C/C++,Tableau",70691
8884,".Net,C/C++,Tableau",70691
8885,"Business Intelligence,Hive,Machine Learning",70687
8886,"Business Intelligence,Natural Language Processing,R",70677
8887,"Hive,Pig,Scala",70674
8888,"Data Analysis,Data Warehouse,Software Development",70673
8889,"Big Data,HBase,S3",70672
8890,"Hive,Kafka,Python",70672
8891,"Hive,R,Scala",70662
8892,"Data Analysis,Oracle,SPSS",70654
8893,"JavaScript,SQL,Scripting",70651
8894,"Data Analysis,Java,Linux",70649
8895,"MATLAB,MongoDB,Shell Scripting",70648
8896,"Data Warehouse,MySQL,Pig",70641
8897,"Big Data,PostgreSQL,SPSS",70624
8898,"AI,Git,Hadoop",70616
8899,"Java,Shell Scripting,Software Development",70615
8900,"Data Analysis,Excel,TensorFlow",70612
8901,"NoSQL,SAS,TensorFlow",70601
8902,"Big Data,Data Warehouse",70601
8903,".Net,Big Data,Data Warehouse",70601
8904,"Business Intelligence,Microsoft SQL Server,MongoDB",70594
8905,"Business Intelligence,S3,SAS",70588
8906,"Machine Learning,Oracle,Perl",70583
8907,"Business Intelligence,HBase,Pig",70583
8908,"Kafka,Oracle,Perl",70575
8909,"MongoDB,SQL,Shell Scripting",70575
8910,"Azure,Data Science,Excel",70569
8911,"Business Intelligence,Excel,Hadoop",70566
8912,"Azure,Data Warehouse,SAS",70560
8913,"R,S3,Scripting",70559
8914,"AWS,NoSQL,Tableau",70553
8915,"AWS,Excel,TensorFlow",70550
8916,"Azure,Data Analysis,Software Development",70541
8917,"Data Warehouse,HBase,Natural Language Processing",70536
8918,"C/C++,MySQL,Spark",70535
8919,"AI,JavaScript,Shell Scripting",70532
8920,"Azure,Spark,Tableau",70523
8921,"AWS,Hadoop,Java",70521
8922,"Big Data,Machine Learning,Scala",70516
8923,"Machine Learning,Python",70511
8924,".Net,Machine Learning,Python",70511
8925,"Data Science,Excel,PostgreSQL",70506
8926,"Big Data,Linux,Microsoft Office",70502
8927,"AI,C/C++,Kafka",70501
8928,"AI,S3,SPSS",70497
8929,"Java,SPSS,Shell Scripting",70497
8930,"Data Analysis,Machine Learning,Python",70488
8931,"Azure,Data Analysis,Machine Learning",70484
8932,"C/C++,Hive,Spark",70484
8933,"Data Warehouse,Hive,Oracle",70476
8934,"Azure,Machine Learning,MySQL",70476
8935,"HBase,Java,Perl",70469
8936,".Net,Excel,Linux",70468
8937,"Excel,Linux",70468
8938,"Kafka,Python",70463
8939,".Net,Kafka,Python",70463
8940,"Excel,PostgreSQL,SQL",70462
8941,"Data Science,JavaScript,Scala",70461
8942,"C/C++,HBase,Hadoop",70457
8943,"Perl,Scala,Scripting",70456
8944,"Excel,Shell Scripting,TensorFlow",70439
8945,"HBase,MongoDB,Spark",70434
8946,"Java,S3,SAS",70434
8947,"Machine Learning,Microsoft Office,Oracle",70433
8948,"Data Warehouse,Kafka,Shell Scripting",70422
8949,"Business Intelligence,SQL,Scala",70421
8950,"Big Data,Data Warehouse,R",70420
8951,"Pig,S3,Scripting",70415
8952,"C/C++,Pig,Tableau",70406
8953,"HBase,MATLAB,MongoDB",70400
8954,"AWS,Azure,Scala",70391
8955,"Kafka,Microsoft Office,Oracle",70385
8956,".Net,Excel,Spark",70380
8957,"Excel,Spark",70380
8958,"Big Data,PostgreSQL,Python",70371
8959,"Big Data,Natural Language Processing,S3",70353
8960,"Perl,Software Development",70330
8961,".Net,Perl,Software Development",70330
8962,"AI,Data Analysis,Git",70324
8963,"Business Intelligence,Machine Learning,Natural Language Processing",70322
8964,".Net,Linux,Oracle",70321
8965,"Linux,Oracle",70321
8966,"Excel,Oracle,Shell Scripting",70313
8967,"Business Intelligence,Natural Language Processing,Pig",70309
8968,"Excel,MySQL,TensorFlow",70307
8969,"Data Warehouse,Scala,Spark",70304
8970,"HBase,Java,Kafka",70298
8971,"Perl,SAS,Scala",70287
8972,"Data Science,Git,Microsoft Office",70287
8973,"Data Warehouse,Machine Learning,Shell Scripting",70280
8974,"Data Analysis,PostgreSQL,Python",70267
8975,"Hive,Kafka,Linux",70259
8976,"Data Analysis,Data Warehouse,Microsoft Office",70242
8977,"Business Intelligence,Scripting,Software Development",70241
8978,"Kafka,MySQL,Scala",70236
8979,"Hadoop,JavaScript,Natural Language Processing",70227
8980,"Scala,Spark,Tableau",70221
8981,"Azure,Python,TensorFlow",70221
8982,"Java,Natural Language Processing,Oracle",70217
8983,"AWS,Java,Shell Scripting",70215
8984,"Big Data,Business Intelligence,Software Development",70210
8985,"Data Warehouse,Python,TensorFlow",70209
8986,".Net,Java",70201
8987,Java,70201
8988,"Java,Microsoft Office,Shell Scripting",70201
8989,"Linux,Machine Learning",70197
8990,".Net,Linux,Machine Learning",70197
8991,"Business Intelligence,Data Analysis,Software Development",70197
8992,"Data Analysis,MongoDB,Tableau",70192
8993,"S3,Software Development,TensorFlow",70191
8994,"Big Data,Data Warehouse,Pig",70184
8995,".Net,S3,Shell Scripting",70180
8996,"S3,Shell Scripting",70180
8997,"MySQL,PostgreSQL,SPSS",70176
8998,"Azure,Data Analysis,Microsoft Office",70173
8999,"Excel,Scripting,Shell Scripting",70172
9000,".Net,AWS,Software Development",70172
9001,"AWS,Software Development",70172
9002,"Microsoft Office,Scala,Scripting",70171
9003,"Data Analysis,Data Warehouse,Machine Learning",70170
9004,"AWS,MongoDB,Software Development",70167
9005,"MySQL,R,S3",70166
9006,".Net,Microsoft Office,Software Development",70159
9007,"Microsoft Office,Software Development",70159
9008,"Perl,Scala,Shell Scripting",70156
9009,"Data Analysis,Kafka,SPSS",70156
9010,"HBase,Hive,Scala",70147
9011,".Net,HBase,PostgreSQL",70130
9012,"HBase,PostgreSQL",70130
9013,"Java,MySQL,Python",70125
9014,"JavaScript,Natural Language Processing,SQL",70123
9015,".Net,SPSS,Software Development",70121
9016,"SPSS,Software Development",70121
9017,"Machine Learning,Pig,Python",70118
9018,"MongoDB,Natural Language Processing,Spark",70115
9019,"Big Data,Machine Learning,PostgreSQL",70101
9020,"C/C++,R,Tableau",70101
9021,"C/C++,Java,Project Management",70087
9022,".Net,Azure,HBase",70086
9023,"Azure,HBase",70086
9024,"MATLAB,MongoDB,Natural Language Processing",70081
9025,"R,S3,Shell Scripting",70076
9026,"Excel,Linux,Pig",70075
9027,"HBase,PostgreSQL,R",70071
9028,"Kafka,Pig,Python",70070
9029,"Data Science,JavaScript,Python",70069
9030,"Java,Python,Scripting",70059
9031,"Azure,Excel,SQL",70058
9032,"AWS,Oracle,Software Development",70051
9033,"Java,Python,SAS",70049
9034,"Big Data,C/C++,MATLAB",70049
9035,"Hive,PostgreSQL,SPSS",70042
9036,"MySQL,Oracle,Scala",70039
9037,"HBase,Natural Language Processing,Scala",70037
9038,"Big Data,Linux,SPSS",70034
9039,"Data Analysis,MongoDB,TensorFlow",70032
9040,"Big Data,Business Intelligence,SPSS",70030
9041,"Natural Language Processing,Scala",70027
9042,".Net,Natural Language Processing,Scala",70027
9043,"AWS,SPSS",70025
9044,".Net,Perl,SPSS",70025
9045,"Perl,SPSS",70025
9046,".Net,AWS,SPSS",70025
9047,".Net,Java,R",70021
9048,"Java,R",70021
9049,"Business Intelligence,MATLAB,S3",70015
9050,"Business Intelligence,Microsoft Office,Software Development",70013
9051,"Azure,Kafka,MySQL",70007
9052,"C/C++,SAS,Scripting",70003
9053,"Natural Language Processing,R,Scala",70002
9054,".Net,Data Warehouse,Hive",70001
9055,"Data Warehouse,Hive",70001
9056,"Excel,Microsoft Office,R",69995
9057,"Data Warehouse,MATLAB,PostgreSQL",69992
9058,"HBase,MongoDB,SAS",69992
9059,"Java,Machine Learning,Oracle",69987
9060,"Excel,Pig,Spark",69987
9061,"Perl,R,Software Development",69983
9062,"NoSQL,Software Development,Spark",69961
9063,"C/C++,SAS,Shell Scripting",69960
9064,"AWS,MongoDB,SPSS",69958
9065,"Big Data,Kafka,PostgreSQL",69955
9066,".Net,Azure,Big Data",69940
9067,"Azure,Big Data",69940
9068,"Java,Natural Language Processing,Perl",69938
9069,"Perl,Pig,Software Development",69937
9070,"Java,Kafka,Natural Language Processing",69933
9071,"Data Analysis,Data Warehouse,Perl",69932
9072,"Linux,Oracle,Pig",69928
9073,"Java,Python,Shell Scripting",69924
9074,"Azure,HBase,R",69922
9075,"Business Intelligence,SPSS,Scripting",69917
9076,"Machine Learning,Microsoft Office,SPSS",69917
9077,"Hive,Machine Learning,Scala",69916
9078,"Azure,Data Analysis,Perl",69914
9079,"Oracle,S3,Shell Scripting",69906
9080,"Data Warehouse,PostgreSQL,SAS",69903
9081,"MongoDB,Perl,Tableau",69901
9082,"AWS,Microsoft Office,Oracle",69889
9083,"Azure,Business Intelligence,SQL",69887
9084,"Big Data,Linux,Perl",69876
9085,"Microsoft Office,Scala,Shell Scripting",69871
9086,"Kafka,NoSQL,Project Management",69870
9087,"Machine Learning,Natural Language Processing,Scala",69867
9088,"AI,MongoDB,Software Development",69862
9089,"AWS,Oracle,SPSS",69855
9090,"Kafka,Microsoft Office,SPSS",69846
9091,"Perl,R,SPSS",69845
9092,"AWS,R,SPSS",69845
9093,"Data Warehouse,PostgreSQL,Spark",69842
9094,"C/C++,Data Analysis,TensorFlow",69837
9095,"Data Warehouse,Hive,Pig",69833
9096,"Excel,R,SPSS",69830
9097,"Hadoop,JavaScript,Scripting",69830
9098,"Linux,Oracle,R",69825
9099,"AWS,R,Software Development",69825
9100,"Data Warehouse,Hive,R",69821
9101,"Business Intelligence,Shell Scripting,Software Development",69813
9102,"Microsoft Office,R,Software Development",69812
9103,".Net,Hadoop,MongoDB",69811
9104,"Hadoop,MongoDB",69811
9105,"Linux,Machine Learning,Pig",69804
9106,"Java,Pig",69795
9107,".Net,Java,Pig",69795
9108,"Linux,Machine Learning,R",69794
9109,"Java,PostgreSQL,SQL",69792
9110,"Natural Language Processing,PostgreSQL,R",69787
9111,"Pig,S3,Shell Scripting",69787
9112,"Big Data,Oracle,Python",69785
9113,"C/C++,Linux,Project Management",69780
9114,"AWS,Pig,Software Development",69779
9115,"Azure,Big Data,R",69776
9116,"R,SPSS,Software Development",69774
9117,"AI,MongoDB,Perl",69769
9118,"Azure,Natural Language Processing",69767
9119,".Net,Azure,Natural Language Processing",69767
9120,"Microsoft Office,Pig,Software Development",69766
9121,"Java,MySQL,Software Development",69765
9122,"Machine Learning,NoSQL,Project Management",69763
9123,"Azure,Natural Language Processing,R",69759
9124,"Hive,Java,Kafka",69741
9125,"HBase,Pig,PostgreSQL",69737
9126,"S3,SPSS,TensorFlow",69733
9127,"Pig,SPSS,Software Development",69728
9128,"Business Intelligence,Data Analysis,Machine Learning",69727
9129,"Big Data,Kafka,Scala",69727
9130,"MongoDB,Natural Language Processing,SAS",69720
9131,"Python,Spark,Tableau",69711
9132,"AWS,NoSQL,Spark",69711
9133,"Microsoft SQL Server,NoSQL,SPSS",69710
9134,"Azure,Hive,Machine Learning",69710
9135,"Java,Machine Learning,Perl",69709
9136,"AWS,Perl",69709
9137,".Net,AWS,Perl",69709
9138,"Azure,HBase,Pig",69693
9139,"Natural Language Processing,PostgreSQL",69690
9140,".Net,Natural Language Processing,PostgreSQL",69690
9141,"Linux,MySQL,Python",69686
9142,"Excel,Perl,R",69684
9143,"C/C++,MATLAB,MySQL",69681
9144,"Big Data,Data Warehouse,Oracle",69665
9145,".Net,MySQL,S3",69665
9146,".Net,Kafka,Linux",69665
9147,"MySQL,S3",69665
9148,"Kafka,Linux",69665
9149,"Azure,Machine Learning,Natural Language Processing",69660
9150,"Data Warehouse,S3,SQL",69651
9151,"JavaScript,Microsoft SQL Server,R",69647
9152,"Hive,Natural Language Processing,S3",69641
9153,"Business Intelligence,Perl,Scripting",69639
9154,"C/C++,Data Warehouse,Microsoft SQL Server",69636
9155,"Natural Language Processing,Pig,Scala",69634
9156,"AWS,Pig,SPSS",69632
9157,"Perl,Pig,SPSS",69632
9158,"AWS,Azure,Kafka",69631
9159,"C/C++,Machine Learning,Tableau",69628
9160,"Java,Pig,R",69614
9161,"Business Intelligence,Hive,Linux",69609
9162,"Machine Learning,MySQL,PostgreSQL",69607
9163,"Perl,Python,SAS",69595
9164,"Excel,MATLAB,Perl",69595
9165,"Java,Microsoft Office,MySQL",69592
9166,"Business Intelligence,Data Analysis,Perl",69586
9167,"Linux,Python,SAS",69584
9168,"Java,Kafka,Machine Learning",69577
9169,"Hadoop,MongoDB,R",69566
9170,"Azure,MySQL,Oracle",69562
9171,"Excel,MATLAB,SPSS",69554
9172,"Java,MySQL,SPSS",69554
9173,"C/C++,Hive,MATLAB",69544
9174,"NoSQL,SPSS,Spark",69541
9175,"Hive,Oracle,Scala",69537
9176,"AI,Data Warehouse,Excel",69536
9177,"Business Intelligence,SPSS,Shell Scripting",69531
9178,"AWS,Perl,R",69528
9179,"AI,Microsoft Office,MongoDB",69526
9180,"Azure,Big Data,Pig",69523
9181,"Hive,Machine Learning,PostgreSQL",69520
9182,"Data Warehouse,HBase,Oracle",69518
9183,"Business Intelligence,Excel,Tableau",69513
9184,"Microsoft Office,Perl",69512
9185,".Net,Microsoft Office,Perl",69512
9186,"Linux,S3,SQL",69505
9187,"Azure,Hive,Oracle",69490
9188,"Business Intelligence,Python,Tableau",69485
9189,"Linux,Python,Scripting",69483
9190,"JavaScript,Machine Learning,Microsoft SQL Server",69475
9191,"Business Intelligence,C/C++,Microsoft SQL Server",69474
9192,"Business Intelligence,Excel,SQL",69472
9193,"Azure,Scripting,Software Development",69470
9194,"NoSQL,SQL,TensorFlow",69463
9195,"AWS,HBase,Linux",69457
9196,"Microsoft Office,S3,TensorFlow",69451
9197,"AWS,Kafka,Microsoft Office",69451
9198,"AWS,PostgreSQL,Scripting",69449
9199,"AI,Hive,NoSQL",69443
9200,"HBase,Linux,Software Development",69432
9201,"Linux,Python,Shell Scripting",69425
9202,"Hadoop,MongoDB,Pig",69418
9203,"Big Data,Business Intelligence,Perl",69413
9204,"JavaScript,Microsoft SQL Server",69403
9205,".Net,JavaScript,Microsoft SQL Server",69403
9206,"HBase,Oracle,Python",69396
9207,"AI,C/C++,Oracle",69387
9208,"Business Intelligence,Microsoft Office,Perl",69383
9209,"AWS,Java,MySQL",69377
9210,"Azure,Natural Language Processing,Pig",69374
9211,"Kafka,MySQL,PostgreSQL",69373
9212,"Business Intelligence,HBase,Machine Learning",69369
9213,"HBase,Hive,S3",69367
9214,"Git,Microsoft SQL Server,Tableau",69353
9215,"Machine Learning,Natural Language Processing,PostgreSQL",69349
9216,"Natural Language Processing,Python,Software Development",69349
9217,"Business Intelligence,HBase,Linux",69343
9218,"Data Warehouse,Kafka,MySQL",69339
9219,"Java,Linux,TensorFlow",69338
9220,"Hive,Linux,Software Development",69338
9221,"Microsoft Office,Perl,R",69332
9222,"HBase,Python,Software Development",69330
9223,"AWS,Perl,Pig",69316
9224,"C/C++,Data Science,Perl",69308
9225,"Natural Language Processing,Pig,PostgreSQL",69297
9226,"Git,Microsoft SQL Server,Shell Scripting",69296
9227,"Big Data,C/C++,Spark",69295
9228,"Azure,SPSS,Scripting",69285
9229,"Data Warehouse,Machine Learning,MySQL",69285
9230,"Oracle,S3,Scripting",69279
9231,"Perl,Python,Scripting",69279
9232,"JavaScript,Microsoft SQL Server,Oracle",69278
9233,"Kafka,Linux,Pig",69272
9234,"MySQL,Pig,S3",69272
9235,"C/C++,MATLAB,Shell Scripting",69270
9236,"Hive,Oracle,PostgreSQL",69266
9237,"Java,MongoDB,Project Management",69265
9238,"Perl,PostgreSQL,Scripting",69264
9239,"Kafka,Linux,R",69262
9240,"Business Intelligence,HBase,Kafka",69261
9241,"AI,JavaScript,Natural Language Processing",69257
9242,"Big Data,MongoDB,SQL",69256
9243,"Java,Scala,TensorFlow",69255
9244,"Linux,Natural Language Processing,Software Development",69246
9245,"Data Warehouse,Natural Language Processing,Oracle",69240
9246,"MATLAB,PostgreSQL,S3",69238
9247,"C/C++,Hadoop",69229
9248,".Net,C/C++,Hadoop",69229
9249,"PostgreSQL,Scripting,Software Development",69228
9250,"Azure,Excel,Tableau",69213
9251,"Business Intelligence,Oracle,S3",69210
9252,"HBase,Linux,Microsoft Office",69210
9253,"AWS,Business Intelligence,Excel",69207
9254,"Business Intelligence,Hive,Kafka",69199
9255,"MySQL,Perl,Scala",69188
9256,"Kafka,S3,Scripting",69184
9257,"Perl,S3,TensorFlow",69172
9258,"Microsoft Office,Oracle,SPSS",69172
9259,"AI,Java,MongoDB",69171
9260,"Natural Language Processing,Oracle,Python",69170
9261,".Net,Business Intelligence",69165
9262,Business Intelligence,69165
9263,"Business Intelligence,Java,TensorFlow",69158
9264,"Business Intelligence,Kafka,Natural Language Processing",69153
9265,"AWS,Scala,Software Development",69153
9266,"PostgreSQL,S3,SAS",69149
9267,"Perl,Python,Shell Scripting",69145
9268,"MATLAB,NoSQL,TensorFlow",69145
9269,"Machine Learning,S3,Scripting",69141
9270,"AWS,Hive,Linux",69140
9271,"AI,Azure,Excel",69133
9272,"Microsoft Office,Perl,Pig",69119
9273,"Hive,Linux,Microsoft Office",69116
9274,"Azure,Microsoft Office,Scripting",69111
9275,"Business Intelligence,MATLAB,Python",69108
9276,"Azure,C/C++,Microsoft SQL Server",69107
9277,"Hadoop,NoSQL,SPSS",69104
9278,"AWS,HBase,Python",69097
9279,"JavaScript,Project Management,R",69094
9280,"HBase,PostgreSQL,SPSS",69084
9281,"Hive,Oracle,Python",69078
9282,"Big Data,Data Warehouse,Kafka",69076
9283,"Big Data,Java,Software Development",69076
9284,"AWS,Linux,Natural Language Processing",69074
9285,"Big Data,Java,SPSS",69061
9286,"SAS,Scala,Software Development",69048
9287,".Net,Data Warehouse,HBase",69043
9288,"Data Warehouse,HBase",69043
9289,"Business Intelligence,Perl,Shell Scripting",69041
9290,"Business Intelligence,PostgreSQL,SQL",69037
9291,"Data Science,Git,Python",69030
9292,"Microsoft Office,MySQL,Scala",69027
9293,"Hive,Python,Software Development",69012
9294,"JavaScript,Microsoft SQL Server,Pig",69010
9295,"Scala,Scripting,Software Development",69008
9296,"MongoDB,Software Development,Tableau",69004
9297,"C/C++,Kafka,Tableau",69001
9298,".Net,JavaScript,Project Management",68998
9299,"JavaScript,Project Management",68998
9300,"AWS,Java,Machine Learning",68993
9301,"Business Intelligence,R",68984
9302,".Net,Business Intelligence,R",68984
9303,"AI,AWS,C/C++",68978
9304,"JavaScript,Machine Learning,Project Management",68975
9305,"Data Warehouse,MongoDB,Project Management",68963
9306,"Azure,SQL,Scala",68954
9307,"Natural Language Processing,PostgreSQL,SPSS",68944
9308,"C/C++,Hadoop,Pig",68944
9309,"C/C++,SQL,Scripting",68943
9310,"Excel,Microsoft SQL Server,Python",68941
9311,"Python,SPSS,Scala",68940
9312,"Excel,TensorFlow",68940
9313,".Net,Excel,TensorFlow",68940
9314,"Big Data,Data Warehouse,Machine Learning",68934
9315,"AWS,Machine Learning,Python",68933
9316,"AWS,Oracle,Perl",68932
9317,"C/C++,Oracle,Tableau",68931
9318,"Business Intelligence,Linux,Natural Language Processing",68918
9319,"AWS,Natural Language Processing,Python",68918
9320,"AI,C/C++,Java",68917
9321,"Azure,MATLAB,S3",68915
9322,"JavaScript,MySQL,SQL",68912
9323,"Java,Oracle",68896
9324,".Net,Java,Oracle",68896
9325,"Microsoft SQL Server,NoSQL,Software Development",68893
9326,"MySQL,Perl,Python",68889
9327,"Big Data,Java,Microsoft Office",68882
9328,"Scala,Shell Scripting,Software Development",68878
9329,"Excel,Kafka,Spark",68874
9330,"AWS,Linux,Machine Learning",68871
9331,"Oracle,SPSS,Software Development",68865
9332,"Hadoop,NoSQL,Software Development",68864
9333,"Microsoft Office,PostgreSQL,Scripting",68863
9334,"Python,Scala,TensorFlow",68862
9335,"Data Warehouse,HBase,R",68862
9336,"C/C++,Natural Language Processing,Spark",68861
9337,".Net,Big Data,S3",68861
9338,"Big Data,Linux,Tableau",68861
9339,"Big Data,S3",68861
9340,"Excel,Software Development,Spark",68858
9341,"AWS,PostgreSQL,Shell Scripting",68852
9342,"Azure,Perl,Scripting",68851
9343,"C/C++,SQL,Shell Scripting",68844
9344,"Excel,Linux,Software Development",68833
9345,"HBase,Linux,Perl",68828
9346,"Data Analysis,S3,Software Development",68819
9347,"AWS,Big Data,Python",68817
9348,"Data Science,Git,Linux",68803
9349,"Excel,Linux,Machine Learning",68802
9350,"Kafka,Machine Learning,Python",68796
9351,"HBase,Natural Language Processing,S3",68795
9352,"Microsoft SQL Server,MongoDB,PostgreSQL",68784
9353,"Microsoft Office,MongoDB,SAS",68780
9354,"Data Analysis,Microsoft Office,SPSS",68776
9355,"Business Intelligence,Pig",68772
9356,".Net,Business Intelligence,Pig",68772
9357,"C/C++,Microsoft SQL Server,Scala",68771
9358,"PostgreSQL,Shell Scripting,Software Development",68770
9359,"C/C++,HBase,Spark",68764
9360,"Natural Language Processing,Oracle,Scala",68762
9361,"Microsoft Office,Python,SPSS",68762
9362,"C/C++,MATLAB,Natural Language Processing",68757
9363,"Azure,Shell Scripting,Software Development",68753
9364,"Azure,HBase,Machine Learning",68751
9365,"Excel,Java,R",68748
9366,"Data Analysis,Linux,PostgreSQL",68747
9367,"HBase,Linux,SPSS",68742
9368,"Hadoop,Java,Linux",68740
9369,"Hive,Linux,Perl",68734
9370,"Data Warehouse,Scripting,Software Development",68731
9371,"Big Data,Oracle,Scala",68725
9372,".Net,Data Warehouse,Natural Language Processing",68724
9373,"Data Warehouse,Natural Language Processing",68724
9374,"Excel,Project Management,TensorFlow",68723
9375,"Oracle,SQL,Scala",68720
9376,"Linux,Microsoft Office,Natural Language Processing",68718
9377,"Excel,Machine Learning,Spark",68713
9378,"Data Warehouse,Natural Language Processing,R",68699
9379,"Big Data,JavaScript,SQL",68685
9380,"Big Data,R,S3",68680
9381,"AWS,Big Data,Linux",68670
9382,"Business Intelligence,Excel,Spark",68669
9383,"AWS,Hive,Python",68668
9384,"Data Analysis,Git,Project Management",68665
9385,"AI,Git,TensorFlow",68665
9386,"C/C++,HBase,MATLAB",68660
9387,"Excel,Java,MATLAB",68659
