,Paired Skills,Salary
9388,"MySQL,Oracle,PostgreSQL",68658
9389,"Java,Perl",68657
9390,".Net,Java,Perl",68657
9391,"Data Analysis,MATLAB,NoSQL",68656
9392,"Hive,MongoDB,SQL",68656
9393,"Linux,Machine Learning,Oracle",68654
9394,"AWS,Microsoft SQL Server,NoSQL",68654
9395,"Data Warehouse,HBase,Pig",68650
9396,"Hive,Linux,SPSS",68648
9397,"Data Science,Data Warehouse,JavaScript",68646
9398,"Data Analysis,NoSQL,SAS",68643
9399,"C/C++,Hadoop,R",68640
9400,"Hadoop,Oracle,Python",68638
9401,"Perl,PostgreSQL,Shell Scripting",68636
9402,"Machine Learning,Perl,Software Development",68624
9403,".Net,MongoDB,Spark",68623
9404,"MongoDB,Spark",68623
9405,"Java,Oracle,R",68622
9406,"Hadoop,MongoDB,Oracle",68617
9407,"Kafka,Perl,Software Development",68615
9408,"Azure,SPSS,Shell Scripting",68611
9409,"Azure,Big Data,Machine Learning",68605
9410,"Excel,Hive,Oracle",68601
9411,"Hadoop,Kafka,MongoDB",68597
9412,"Business Intelligence,Pig,R",68591
9413,"HBase,PostgreSQL,Python",68589
9414,".Net,MATLAB,MongoDB",68588
9415,"MATLAB,MongoDB",68588
9416,"JavaScript,Pig,Project Management",68582
9417,"Azure,Oracle,SQL",68578
9418,"Big Data,Java,Python",68576
9419,"Linux,Natural Language Processing,SPSS",68572
9420,"Data Analysis,Excel,Oracle",68565
9421,"HBase,Machine Learning,PostgreSQL",68561
9422,"AI,JavaScript,Scripting",68560
9423,"Hadoop,Python,Software Development",68559
9424,"Excel,Pig,TensorFlow",68547
9425,"AI,Business Intelligence,Excel",68547
9426,"MongoDB,SPSS,Tableau",68538
9427,"Azure,HBase,Oracle",68532
9428,"Azure,S3,SAS",68523
9429,"Machine Learning,S3,Shell Scripting",68514
9430,"JavaScript,Spark,TensorFlow",68513
9431,"Business Intelligence,MongoDB,Project Management",68512
9432,"C/C++,Java,Tableau",68504
9433,"AWS,SPSS,Scala",68502
9434,"Data Analysis,Microsoft Office,S3",68502
9435,"JavaScript,Shell Scripting,Tableau",68500
9436,"Machine Learning,Microsoft Office,Software Development",68492
9437,"Java,Oracle,Pig",68489
9438,"Microsoft Office,Microsoft SQL Server,NoSQL",68488
9439,"Java,Kafka",68486
9440,".Net,Java,Kafka",68486
9441,"AI,HBase,NoSQL",68485
9442,"Kafka,Natural Language Processing,Scala",68478
9443,"Java,Perl,R",68477
9444,"Big Data,Excel,Scripting",68475
9445,"Data Analysis,Java,Python",68473
9446,"Oracle,Perl,Software Development",68468
9447,"Kafka,S3,Shell Scripting",68465
9448,"AWS,Kafka,Software Development",68457
9449,"Machine Learning,SPSS,Software Development",68454
9450,"Big Data,Pig,S3",68444
9451,"Kafka,Microsoft Office,Software Development",68444
9452,"MongoDB,R,Spark",68442
9453,"Data Science,Excel,Python",68439
9454,"Big Data,Oracle,PostgreSQL",68436
9455,"AI,Git,SQL",68435
9456,"Data Warehouse,SPSS,Scripting",68433
9457,"Data Analysis,Machine Learning,S3",68430
9458,"Hive,Java,Software Development",68419
9459,"HBase,Kafka,PostgreSQL",68415
9460,"MongoDB,Project Management,Scala",68413
9461,"Excel,Hadoop,PostgreSQL",68413
9462,"MATLAB,MongoDB,R",68408
9463,"MongoDB,Scripting,TensorFlow",68397
9464,"Hadoop,Microsoft Office,NoSQL",68383
9465,"Kafka,SPSS,Software Development",68383
9466,"Azure,HBase,Kafka",68371
9467,"Linux,Natural Language Processing,Perl",68357
9468,"Data Analysis,Linux,Scala",68353
9469,"Data Warehouse,Hive,Machine Learning",68334
9470,"Data Warehouse,Natural Language Processing,Pig",68331
9471,"Hive,Java,SPSS",68326
9472,"AWS,Data Science,Git",68325
9473,"Data Analysis,Excel,Scripting",68322
9474,"Excel,Hive,Scripting",68321
9475,"SPSS,Scala,Scripting",68320
9476,"Machine Learning,Perl,SPSS",68319
9477,PostgreSQL,68318
9478,".Net,PostgreSQL",68318
9479,"Data Warehouse,Microsoft Office,Scripting",68309
9480,"HBase,Oracle,PostgreSQL",68307
9481,"Java,Kafka,R",68305
9482,"Big Data,C/C++,SAS",68298
9483,"AWS,Data Warehouse,Scripting",68292
9484,"AWS,Kafka,SPSS",68287
9485,"Kafka,Perl,SPSS",68287
9486,"Data Warehouse,Machine Learning,Natural Language Processing",68285
9487,Azure,68274
9488,".Net,Azure",68274
9489,"AWS,Excel,Oracle",68273
9490,"Hive,PostgreSQL,Python",68271
9491,"Excel,Kafka,Linux",68269
9492,"Big Data,Perl,Scala",68265
9493,".Net,Hive,S3",68261
9494,"Hive,S3",68261
9495,".Net,PostgreSQL,R",68260
9496,"PostgreSQL,R",68260
9497,"Data Analysis,Java,Scala",68259
9498,"Azure,Natural Language Processing,Oracle",68254
9499,"Java,Perl,Pig",68251
9500,"AWS,Microsoft Office,SPSS",68238
9501,"Microsoft Office,PostgreSQL,Shell Scripting",68236
9502,"SPSS,Scala,Shell Scripting",68231
9503,"MongoDB,Pig,Spark",68230
9504,"Azure,Big Data,Kafka",68225
9505,"Big Data,Microsoft Office,Scala",68224
9506,"Azure,Microsoft Office,Shell Scripting",68224
9507,"Azure,Kafka,Natural Language Processing",68218
9508,"Hive,JavaScript,SQL",68213
9509,"C/C++,Scripting,TensorFlow",68211
9510,"Natural Language Processing,PostgreSQL,Python",68201
9511,"MATLAB,MongoDB,Pig",68195
9512,"Data Analysis,Perl,S3",68192
9513,"Microsoft Office,Python,SAS",68190
9514,"Hadoop,NoSQL,Perl",68186
9515,"Java,Linux,Scripting",68181
9516,".Net,MongoDB,SAS",68180
9517,"MongoDB,SAS",68180
9518,"AWS,Hadoop,NoSQL",68168
9519,"AI,Natural Language Processing,NoSQL",68166
9520,"C/C++,Hadoop,Machine Learning",68165
9521,"AWS,Hadoop,Python",68152
9522,"Hive,Java,Microsoft Office",68146
9523,"AWS,Spark,Tableau",68146
9524,"Hadoop,Machine Learning,MongoDB",68144
9525,"Kafka,Natural Language Processing,PostgreSQL",68141
9526,"Microsoft SQL Server,MongoDB,Python",68137
9527,"Kafka,Linux,Oracle",68121
9528,"C/C++,MySQL,SAS",68120
9529,"Oracle,Perl,SPSS",68114
9530,"Azure,R",68110
9531,".Net,Azure,R",68110
9532,"Business Intelligence,Microsoft SQL Server,NoSQL",68108
9533,"HBase,Linux,Tableau",68104
9534,"Hive,Pig,S3",68093
9535,"AI,C/C++,Software Development",68084
9536,"HBase,Scala",68082
9537,"Business Intelligence,Hive,Software Development",68082
9538,".Net,HBase,Scala",68082
9539,"Java,Kafka,Pig",68080
9540,"Hive,R,S3",68080
9541,Scala,68072
9542,".Net,Scala",68072
9543,"Big Data,Git,Microsoft SQL Server",68066
9544,"Azure,PostgreSQL,SQL",68048
9545,"JavaScript,Perl,Project Management",68044
9546,"Java,S3,SQL",68040
9547,"Hadoop,JavaScript,MySQL",68031
9548,"Data Science,JavaScript,PostgreSQL",68022
9549,"Hive,Linux,Tableau",68010
9550,"Business Intelligence,Scala,TensorFlow",68010
9551,"PostgreSQL,SQL,Scala",68000
9552,"Data Warehouse,Perl,Scripting",67999
9553,"Kafka,Linux,Machine Learning",67998
9554,"AWS,Kafka,Perl",67994
9555,"Hive,Kafka,PostgreSQL",67993
9556,"Excel,Linux,Project Management",67987
9557,"Git,MATLAB,SAS",67986
9558,"Data Science,Excel,S3",67971
9559,"Excel,S3,Spark",67969
9560,"AWS,Azure,Microsoft Office",67966
9561,"Azure,Perl,Shell Scripting",67965
9562,"Big Data,Business Intelligence,MySQL",67962
9563,"AWS,S3,Scripting",67959
9564,"Azure,Hive,Kafka",67949
9565,"C/C++,Microsoft SQL Server,Python",67942
9566,".Net,Pig,PostgreSQL",67925
9567,"Pig,PostgreSQL",67925
9568,"Machine Learning,MySQL,S3",67916
9569,"Hive,Perl,Scala",67909
9570,"Natural Language Processing,Oracle,PostgreSQL",67908
9571,"AWS,Hive,Java",67906
9572,"HBase,R,Scala",67902
9573,"Excel,Project Management,Spark",67899
9574,"Python,S3,SPSS",67898
9575,"Azure,Java,TensorFlow",67895
9576,"R,Scala",67892
9577,".Net,R,Scala",67892
9578,"Big Data,Linux,Python",67886
9579,"AI,C/C++,Microsoft Office",67882
9580,"Azure,Pig",67881
9581,".Net,Azure,Pig",67881
9582,"Data Warehouse,MATLAB,S3",67872
9583,"Pig,PostgreSQL,R",67867
9584,"Big Data,Data Science,JavaScript",67863
9585,"Microsoft Office,MongoDB,Tableau",67860
9586,".Net,Oracle,Python",67856
9587,"Oracle,Python",67856
9588,"Excel,Hive,Shell Scripting",67849
9589,"Data Warehouse,Shell Scripting,Software Development",67849
9590,"MongoDB,R,SAS",67836
9591,"Business Intelligence,Hive,SPSS",67825
9592,"Business Intelligence,Microsoft Office,MySQL",67812
9593,"C/C++,Hadoop,Kafka",67811
9594,"Machine Learning,Microsoft Office,Perl",67806
9595,"Kafka,Microsoft Office,Perl",67797
9596,"Microsoft Office,Oracle,Software Development",67797
9597,"C/C++,Hive,SAS",67793
9598,"MySQL,Scala,Software Development",67793
9599,"Business Intelligence,MySQL,Scripting",67792
9600,"NoSQL,Perl,Spark",67791
9601,"Python,Software Development",67790
9602,".Net,Python,Software Development",67790
9603,"MongoDB,Pig,SAS",67787
9604,"Big Data,Excel,Shell Scripting",67784
9605,"Kafka,MySQL,S3",67780
9606,"Excel,MATLAB,SAS",67749
9607,"Hive,Kafka,Scala",67747
9608,"Git,Hadoop,Spark",67738
9609,"Hadoop,PostgreSQL,Python",67718
9610,"Azure,Pig,R",67717
9611,"Java,PostgreSQL,TensorFlow",67712
9612,"Data Warehouse,Oracle",67706
9613,".Net,Data Warehouse,Oracle",67706
9614,"HBase,MongoDB,SQL",67698
9615,"HBase,Pig,Scala",67689
9616,"JavaScript,Kafka,Microsoft SQL Server",67687
9617,"Business Intelligence,C/C++,Project Management",67684
9618,"Data Warehouse,Java,TensorFlow",67680
9619,"Pig,Scala",67679
9620,".Net,Pig,Scala",67679
9621,"Excel,Software Development,TensorFlow",67672
9622,"Data Analysis,Excel,Shell Scripting",67671
9623,"Data Analysis,Linux,Python",67647
9624,"Excel,HBase,Oracle",67642
9625,"Excel,Linux,Scala",67640
9626,"Java,Linux,Shell Scripting",67630
9627,"Hive,Microsoft Office,Scala",67624
9628,"C/C++,Microsoft SQL Server,PostgreSQL",67616
9629,"HBase,Java,Software Development",67596
9630,"Big Data,Data Science,Excel",67594
9631,"Data Warehouse,SPSS,Shell Scripting",67593
9632,"JavaScript,Microsoft SQL Server,Perl",67591
9633,"MySQL,Oracle,S3",67583
9634,"C/C++,Hadoop,Oracle",67580
9635,"Business Intelligence,Excel,Oracle",67566
9636,"Azure,MySQL,Software Development",67565
9637,".Net,Business Intelligence,Machine Learning",67557
9638,"AWS,Python",67557
9639,".Net,AWS,Python",67557
9640,"Business Intelligence,Machine Learning",67557
9641,"Excel,Scala,Spark",67552
9642,"Big Data,Perl,Python",67552
9643,"Data Analysis,Perl,Python",67526
9644,"Linux,Natural Language Processing,Tableau",67523
9645,"Data Warehouse,HBase,Kafka",67518
9646,"MongoDB,Python,SQL",67517
9647,"Azure,MongoDB,Project Management",67513
9648,"Data Analysis,Data Warehouse,Linux",67511
9649,"HBase,Java,SPSS",67503
9650,"Pig,R,Scala",67499
9651,"AWS,Linux",67494
9652,".Net,AWS,Linux",67494
9653,"Azure,Data Analysis,Linux",67493
9654,"AWS,Linux,MongoDB",67489
9655,"Hadoop,MongoDB,MySQL",67488
9656,"Data Analysis,MongoDB,Scripting",67484
9657,".Net,Linux,Software Development",67469
9658,"Linux,Software Development",67469
9659,"Data Warehouse,S3,SAS",67464
9660,"Oracle,Pig,Python",67463
9661,"Excel,R,SAS",67455
9662,"Business Intelligence,Hive,Perl",67452
9663,"Business Intelligence,Kafka",67450
9664,".Net,Business Intelligence,Kafka",67450
9665,"S3,SQL,Scala",67447
9666,"Excel,HBase,Scripting",67435
9667,"Data Warehouse,Oracle,R",67433
9668,"C/C++,Data Warehouse,Project Management",67425
9669,"Business Intelligence,PostgreSQL,TensorFlow",67425
9670,"Linux,Scala,TensorFlow",67424
9671,"Java,Linux,MySQL",67413
9672,"Kafka,MongoDB,Spark",67408
9673,"Pig,Python,Software Development",67397
9674,"MongoDB,Natural Language Processing,SQL",67393
9675,"MongoDB,Oracle,Spark",67393
9676,"Linux,PostgreSQL,TensorFlow",67388
9677,"Azure,MySQL,SPSS",67387
9678,"Azure,Linux,TensorFlow",67382
9679,"Business Intelligence,Linux",67380
9680,".Net,Business Intelligence,Linux",67380
9681,"Git,Hive,Microsoft SQL Server",67376
9682,"Data Warehouse,HBase,Machine Learning",67376
9683,"Business Intelligence,Machine Learning,R",67376
9684,"Oracle,PostgreSQL,SQL",67368
9685,"Data Warehouse,Kafka,Natural Language Processing",67365
9686,"AWS,S3,Shell Scripting",67362
9687,"AI,NoSQL,Oracle",67351
9688,"Java,Natural Language Processing,Software Development",67350
9689,"Business Intelligence,MySQL,Shell Scripting",67346
9690,"Excel,Natural Language Processing,Oracle",67340
9691,"Azure,Business Intelligence,TensorFlow",67327
9692,"HBase,Java,Microsoft Office",67324
9693,"Microsoft SQL Server,NoSQL,Perl",67320
9694,"Data Warehouse,Oracle,Pig",67314
9695,"AWS,HBase,Java",67307
9696,"HBase,S3",67302
9697,".Net,HBase,S3",67302
9698,"Data Analysis,SPSS,Software Development",67294
9699,"JavaScript,Kafka,Project Management",67283
9700,"Azure,Microsoft Office,MySQL",67277
9701,"Excel,Microsoft Office,Spark",67276
9702,"Excel,Machine Learning,TensorFlow",67273
9703,".Net,PostgreSQL,SPSS",67272
9704,"PostgreSQL,SPSS",67272
9705,"Java,Natural Language Processing,SPSS",67272
9706,"Big Data,Excel,Oracle",67271
9707,"AWS,Data Warehouse,Shell Scripting",67271
9708,"Business Intelligence,Kafka,R",67269
9709,"C/C++,Data Analysis,Tableau",67267
9710,"Data Warehouse,Microsoft Office,Shell Scripting",67257
9711,".Net,Linux,Microsoft Office",67247
9712,"Linux,Microsoft Office",67247
9713,".Net,Data Warehouse",67231
9714,Data Warehouse,67231
9715,"Excel,Kafka,TensorFlow",67225
9716,"HBase,JavaScript,SQL",67224
9717,"Data Analysis,Perl,SPSS",67218
9718,"Business Intelligence,S3,SQL",67214
9719,"PostgreSQL,R,SPSS",67214
9720,"Big Data,PostgreSQL,Software Development",67213
9721,"Git,Microsoft SQL Server,MySQL",67197
9722,"Big Data,Machine Learning,S3",67194
9723,"Excel,S3,SQL",67189
9724,"Java,Kafka,Oracle",67181
9725,"MATLAB,Microsoft Office,MongoDB",67179
9726,"Excel,MySQL,Scripting",67170
9727,"Kafka,MATLAB,MongoDB",67165
9728,"Business Intelligence,Machine Learning,Pig",67164
9729,"AWS,Pig,Python",67164
9730,"Data Analysis,Machine Learning,SPSS",67162
9731,"HBase,Machine Learning,Scala",67156
9732,"Machine Learning,Scala",67146
9733,"Data Analysis,Java,PostgreSQL",67146
9734,".Net,Machine Learning,Scala",67146
9735,"Big Data,Kafka,S3",67145
9736,"AWS,MongoDB,Python",67140
9737,"HBase,R,S3",67122
9738,"JavaScript,Natural Language Processing,Tableau",67115
9739,"MySQL,SPSS,Scala",67111
9740,"C/C++,MySQL,SQL",67106
9741,"AWS,Linux,Pig",67101
9742,"Python,S3,TensorFlow",67100
9743,"Data Warehouse,Hive,Kafka",67096
9744,"Natural Language Processing,Perl,Scala",67094
9745,"AWS,Linux,R",67091
9746,"AWS,Linux,Oracle",67085
9747,"JavaScript,Scripting,Tableau",67081
9748,"Linux,Pig,Software Development",67076
9749,"AI,Big Data,JavaScript",67068
9750,"Business Intelligence,Kafka,Pig",67057
9751,"Big Data,Perl,PostgreSQL",67054
9752,"C/C++,Natural Language Processing,SAS",67053
9753,"Data Warehouse,R",67051
9754,".Net,Data Warehouse,R",67051
9755,"PostgreSQL,Python",67048
9756,".Net,PostgreSQL,Python",67048
9757,"NoSQL,Project Management,Software Development",67024
9758,"AWS,Azure,Software Development",67022
9759,"Git,Hadoop,MATLAB",67013
9760,"AI,JavaScript,MySQL",67012
9761,"Big Data,Scala,Software Development",67012
9762,"Big Data,Hadoop,JavaScript",67008
9763,"AWS,MySQL,PostgreSQL",66998
9764,"Big Data,C/C++,SQL",66993
9765,"Business Intelligence,Linux,Pig",66987
9766,"Data Science,JavaScript,Perl",66986
9767,".Net,Natural Language Processing,S3",66984
9768,"Natural Language Processing,S3",66984
9769,"Azure,Excel,Hadoop",66977
9770,"MongoDB,S3,Spark",66977
9771,"Business Intelligence,Linux,R",66977
9772,"Azure,Big Data,Oracle",66974
9773,"Microsoft Office,SPSS,Software Development",66973
9774,"Machine Learning,R,Scala",66966
9775,"Microsoft Office,Python,TensorFlow",66960
9776,"AWS,Data Analysis,Excel",66960
9777,"Natural Language Processing,R,S3",66959
9778,"Machine Learning,MongoDB,Spark",66956
9779,"Hive,Oracle,S3",66956
9780,"C/C++,Spark",66953
9781,".Net,C/C++,Spark",66953
9782,"Data Warehouse,Perl,Shell Scripting",66947
9783,"Java,Kafka,Perl",66942
9784,".Net,Azure,Machine Learning",66940
9785,"Azure,Machine Learning",66940
9786,"AWS,Excel,Scripting",66931
9787,"Data Analysis,JavaScript,Spark",66928
9788,"Microsoft SQL Server,MongoDB,S3",66920
9789,"HBase,Pig,S3",66910
9790,"C/C++,HBase,SAS",66909
9791,"MySQL,PostgreSQL,Software Development",66904
9792,"Linux,R,Software Development",66900
9793,"Big Data,Microsoft Office,PostgreSQL",66898
9794,"Azure,MySQL,Perl",66894
9795,"Git,SAS,Spark",66891
9796,"Excel,HBase,Shell Scripting",66891
9797,"MySQL,Perl,PostgreSQL",66887
9798,"Pig,PostgreSQL,SPSS",66879
9799,"Microsoft Office,Perl,SPSS",66878
9800,"AWS,Azure,SPSS",66876
9801,"Java,Machine Learning,Software Development",66875
9802,"Linux,Perl",66865
9803,".Net,Linux,Perl",66865
9804,"AWS,Java,Natural Language Processing",66863
9805,"MATLAB,Machine Learning,MongoDB",66855
9806,"Linux,Microsoft Office,Pig",66854
9807,"C/C++,MATLAB",66849
9808,".Net,C/C++,MATLAB",66849
9809,"Linux,Microsoft Office,R",66844
9810,"AWS,Microsoft Office,Software Development",66843
9811,"Data Warehouse,Pig",66838
9812,".Net,Data Warehouse,Pig",66838
9813,"AWS,NoSQL,Project Management",66824
9814,"Data Warehouse,MySQL,Software Development",66820
9815,"Data Science,Git,Scala",66810
9816,"Microsoft Office,Natural Language Processing,Scala",66787
9817,"AWS,Big Data,Java",66785
9818,"Java,Machine Learning,SPSS",66782
9819,"Linux,SPSS",66779
9820,"Excel,MySQL,Shell Scripting",66779
9821,".Net,Linux,SPSS",66779
9822,"HBase,Oracle,Scala",66777
9823,"Azure,Machine Learning,R",66776
9824,"HBase,Java,Python",66775
9825,"Business Intelligence,Natural Language Processing,Software Development",66774
9826,"Java,Microsoft Office,Natural Language Processing",66771
9827,"Excel,S3,Tableau",66770
9828,"Oracle,Scala",66767
9829,".Net,Oracle,Scala",66767
9830,"Business Intelligence,HBase,Software Development",66764
9831,"Kafka,MongoDB,SAS",66757
9832,"C/C++,Project Management,Scala",66753
9833,"Machine Learning,Pig,Scala",66753
9834,"Excel,MySQL,Oracle",66753
9835,"Machine Learning,PostgreSQL",66750
9836,".Net,Machine Learning,PostgreSQL",66750
9837,"Java,Oracle,Perl",66746
9838,"Business Intelligence,Data Analysis,MySQL",66720
9839,"Azure,Oracle",66720
9840,".Net,Azure,Oracle",66720
9841,"Hive,Perl,PostgreSQL",66716
9842,"Big Data,MongoDB,TensorFlow",66709
9843,"Hive,PostgreSQL,Software Development",66709
9844,"Git,MATLAB,Spark",66702
9845,"Azure,Python,Scripting",66701
9846,"Excel,Natural Language Processing,Scripting",66694
9847,"Business Intelligence,NoSQL,Project Management",66693
9848,"Machine Learning,PostgreSQL,R",66691
9849,"Azure,Hive,Software Development",66691
9850,"AWS,Hive,PostgreSQL",66678
9851,".Net,AI,NoSQL",66673
9852,"AI,NoSQL",66673
9853,"C/C++,Pig,Spark",66667
9854,"Data Analysis,Data Warehouse,Java",66659
9855,"Data Warehouse,Pig,R",66658
9856,"Pig,PostgreSQL,Python",66656
9857,"NoSQL,Project Management,SPSS",66655
9858,"Java,SAS,Scala",66643
9859,"C/C++,Software Development,Tableau",66636
9860,"Data Science,JavaScript,S3",66624
9861,"Data Analysis,MongoDB,Shell Scripting",66616
9862,"Data Warehouse,Python,Scripting",66611
9863,"Microsoft Office,MySQL,PostgreSQL",66610
9864,"Data Warehouse,Linux,TensorFlow",66608
9865,".Net,Kafka,PostgreSQL",66603
9866,"Kafka,PostgreSQL",66603
9867,"Java,Machine Learning,Microsoft Office",66603
9868,"AI,Hive,JavaScript",66596
9869,"Hive,Machine Learning,S3",66594
9870,"Natural Language Processing,Pig,S3",66591
9871,"Azure,Hive,SPSS",66574
9872,"Big Data,C/C++,TensorFlow",66574
9873,"Hadoop,MongoDB,Perl",66568
9874,"C/C++,MATLAB,Pig",66564
9875,"Microsoft Office,NoSQL,Project Management",66560
9876,".Net,Azure,Kafka",66559
9877,"Azure,Kafka",66559
9878,"AWS,Azure,Perl",66559
9879,"Business Intelligence,Data Warehouse,TensorFlow",66552
9880,"Excel,Natural Language Processing,Shell Scripting",66549
9881,"Azure,Machine Learning,Pig",66547
9882,"C/C++,Python,SQL",66546
9883,"Kafka,PostgreSQL,R",66545
9884,"Machine Learning,Natural Language Processing,S3",66544
9885,"Git,Project Management,Scripting",66538
9886,"Business Intelligence,Natural Language Processing,SPSS",66532
9887,"Data Warehouse,MySQL,SPSS",66528
9888,"Azure,Linux,Scripting",66514
9889,"Machine Learning,MongoDB,SAS",66513
9890,"Business Intelligence,HBase,SPSS",66506
9891,"Oracle,PostgreSQL",66496
